,Unnamed: 0,Assists,BlockedShots,CornersWon,Crosses,DefenderCleanSheets,FantasyPoints,FantasyPointsDraftKings,FantasyPointsMondogoal,Fouled,Fouls,GameId,Games,GlobalGameId,GlobalOpponentId,GlobalTeamId,GoalkeeperCleanSheets,GoalkeeperGoalsAgainst,GoalkeeperSaves,GoalkeeperSingleGoalAgainst,GoalkeeperWins,Goals,Interceptions,LastManTackle,Minutes,Offsides,OpponentId,OpponentScore,OwnGoals,Passes,PassesCompleted,PenaltiesConceded,PenaltiesWon,PenaltyKickGoals,PenaltyKickMisses,PenaltyKickSaves,RedCards,RoundId,Score,Season,SeasonType,Shots,ShotsOnGoal,StatId,TacklesWon,TeamId,Touches,YellowCards,YellowRedCards,goal_against_label,GA_unique_label,goal_label
5335,8,0,2,7,22,5,93,93,13,14,23,13450,14,90013450,90000633,90000650,1,0,1,0,0,0,22,0,1115,2,633,0,0,330,211,0,0,0,0,0,0,187,0,2018,1,20,4,764515,15,650,524,2,0,0,0,0
5336,9,0,2,1,12,5,99,99,26,21,13,13450,14,90013450,90000650,90000633,1,0,4,0,0,0,29,0,1115,3,650,0,0,397,299,0,0,0,0,0,0,187,0,2018,1,12,1,764516,15,633,626,0,0,0,0,0
5337,10,0,3,6,10,4,72,72,11,11,16,13459,14,90013459,90000643,90000642,1,0,5,0,0,0,12,0,1090,2,643,0,0,445,334,0,0,0,0,0,1,187,0,2018,1,12,6,764553,11,642,660,1,0,0,0,0
5338,11,0,0,2,36,4,109,109,21,14,11,13459,14,90013459,90000642,90000643,1,0,6,0,0,0,20,0,1115,1,642,0,0,541,428,0,0,0,0,0,0,187,0,2018,1,11,5,764554,15,643,796,1,0,0,0,0
5339,0,1,0,9,22,0,89,89,10,18,15,13448,14,90013448,90000660,90001053,0,1,0,1,0,1,19,0,1092,2,660,1,0,458,365,0,0,0,0,0,1,187,1,2018,1,18,6,759926,20,1053,715,3,0,1,1,1
5340,1,1,10,9,34,0,89,89,3,15,19,13448,14,90013448,90001053,90000660,0,1,4,1,0,1,21,0,1106,3,1053,1,0,401,313,0,0,0,0,0,1,187,1,2018,1,16,1,759927,15,660,662,5,0,1,1,1
5341,2,1,1,2,6,3,94,94,15,9,19,11385,14,90011385,90000881,90000891,1,0,6,0,1,1,7,0,1115,1,881,0,0,296,210,0,0,0,0,0,0,174,1,2018,1,7,4,759964,22,891,499,1,0,0,0,1
5342,3,0,3,15,40,0,84,84,22,18,9,11385,14,90011385,90000891,90000881,0,1,3,1,0,0,9,0,1115,1,891,1,0,557,472,0,0,0,0,0,0,174,0,2018,1,19,6,759965,9,881,772,2,0,1,1,0
5343,4,1,3,4,12,0,86,86,8,13,18,11388,14,90011388,90000877,90000875,0,1,2,1,1,2,4,0,1115,0,877,1,0,295,196,0,1,1,0,0,0,174,2,2018,1,14,5,760003,21,875,502,5,0,1,1,2
5344,5,0,12,13,39,0,102,102,24,18,13,11388,14,90011388,90000875,90000877,0,2,3,0,0,1,14,0,1115,4,875,2,0,396,332,1,0,0,0,0,0,174,1,2018,1,24,3,760004,12,877,659,0,0,1,2,1
5345,6,1,5,7,25,0,83,83,20,15,14,11386,14,90011386,90000879,90000889,0,1,3,1,0,1,9,0,1115,0,879,1,0,559,467,0,0,0,0,0,0,174,1,2018,1,12,2,760041,15,889,764,1,0,1,1,1
5346,7,1,4,5,18,0,73,73,22,15,15,11386,14,90011386,90000889,90000879,0,1,0,1,0,1,15,0,1115,1,889,1,0,448,373,0,0,0,0,0,0,174,1,2018,1,12,4,760042,11,879,650,0,0,1,1,1
5347,8,0,2,7,21,2,85,85,21,24,16,12251,14,90012251,90000975,90000976,1,0,4,0,0,0,14,0,1115,1,975,0,0,494,382,0,0,0,0,0,0,183,0,2018,1,10,4,760074,13,976,717,2,0,0,0,0
5348,9,0,4,4,22,4,82,82,13,16,24,12251,14,90012251,90000976,90000975,1,0,4,0,0,0,15,0,1115,2,976,0,0,365,255,0,0,0,0,0,0,183,0,2018,1,13,4,760075,10,975,589,2,0,0,0,0
5349,10,1,2,2,13,0,92,92,13,10,18,10445,14,90010445,90001122,90000989,0,1,2,1,1,2,11,0,1115,6,1122,1,0,561,439,0,0,0,0,0,0,157,2,2018,1,19,9,760116,13,989,725,2,0,1,1,2
5350,11,1,2,0,9,0,74,74,21,18,11,10445,14,90010445,90000989,90001122,0,2,6,0,0,1,20,0,1115,1,989,2,0,517,383,0,0,0,0,0,0,157,1,2018,1,9,3,760117,9,1122,697,2,0,1,2,1
5351,12,2,0,2,15,0,93,93,9,10,18,12626,13,90012626,90000619,90001169,0,1,3,1,1,2,21,0,1115,2,619,1,0,504,405,0,0,0,0,0,0,182,2,2018,1,11,5,762240,13,1169,690,4,0,1,1,2
5352,13,1,1,7,28,0,70,70,17,15,11,12626,14,90012626,90001169,90000619,0,2,3,0,0,1,9,0,1115,1,1169,2,0,472,373,0,0,0,0,0,0,182,1,2018,1,7,4,762241,6,619,650,3,0,1,2,1
5353,14,1,4,4,18,0,96,96,14,24,20,10442,14,90010442,90000907,90000908,0,1,3,1,1,2,6,0,1084,2,907,1,0,347,244,0,0,0,0,0,0,157,2,2018,1,12,6,762280,13,908,541,3,1,1,1,2
5354,15,1,2,1,19,0,67,67,9,20,23,10442,14,90010442,90000908,90000907,0,2,4,0,0,1,7,0,1115,0,908,2,0,450,328,0,0,0,0,0,0,157,1,2018,1,12,4,762281,10,907,627,5,0,1,2,1
5355,16,2,0,0,0,0,34,34,20,0,0,10654,14,90010654,90000678,90000683,0,0,0,0,0,2,0,0,1115,0,678,2,0,0,0,0,0,0,0,0,0,170,2,2018,1,0,0,762324,0,683,0,1,0,0,0,2
5356,17,1,0,0,0,0,29,29,22,0,0,10654,14,90010654,90000683,90000678,0,0,0,0,0,2,0,0,1115,0,683,2,0,0,0,0,0,0,0,0,0,170,2,2018,1,0,0,762325,0,678,0,0,0,0,0,2
5357,18,1,0,3,13,0,71,71,14,20,13,13015,14,90013015,90000668,90000673,0,1,4,1,0,1,12,0,1115,3,668,1,0,482,387,0,0,0,0,0,0,159,1,2018,1,9,3,762371,12,673,696,5,0,1,1,1
5358,19,1,6,9,40,0,90,90,11,13,22,13015,13,90013015,90000673,90000668,0,1,2,1,0,1,7,0,1115,2,673,1,0,534,439,0,0,0,0,0,0,159,1,2018,1,22,5,762372,10,668,743,3,0,1,1,1
5359,20,0,3,10,18,0,55,55,17,6,7,11647,12,90011647,90000524,90000512,0,1,1,1,0,0,18,0,1115,4,524,1,0,303,208,0,0,0,0,0,0,144,0,2018,1,12,3,762409,18,512,525,2,0,1,1,0
5360,21,0,4,12,31,3,100,100,22,6,6,11647,14,90011647,90000512,90000524,1,0,3,0,1,1,13,1,1115,3,512,0,0,655,555,0,0,0,0,0,0,144,1,2018,1,13,2,762410,11,524,884,0,0,0,0,1
5361,22,1,2,12,29,0,81,81,9,11,12,10439,13,90010439,90000772,90000601,0,2,1,0,0,2,10,0,1068,2,772,2,0,503,392,1,0,0,0,1,0,157,2,2018,1,10,3,762452,13,601,711,4,1,1,2,2
5362,23,2,1,6,12,0,89,89,20,12,11,10439,12,90010439,90000601,90000772,0,2,1,0,0,2,36,0,1115,3,601,2,0,458,355,0,1,0,1,0,0,157,2,2018,1,12,3,762453,13,772,669,1,0,1,2,2
5363,24,0,0,0,0,3,15,15,22,0,0,10656,13,90010656,90000688,90000686,1,0,0,0,0,0,0,0,1115,0,688,0,0,0,0,0,0,0,0,0,0,170,0,2018,1,0,0,762494,0,686,0,0,0,0,0,0
5364,25,0,0,0,0,4,19,19,22,0,0,10656,12,90010656,90000686,90000688,1,0,0,0,0,0,0,0,1115,0,686,0,0,0,0,0,0,0,0,0,0,170,0,2018,1,0,0,762495,0,688,0,0,0,0,0,0
5365,26,0,0,0,0,0,23,23,15,0,0,10655,13,90010655,90000547,90000682,0,0,0,0,1,2,0,0,1115,0,547,1,0,0,0,0,0,0,0,0,0,170,2,2018,1,0,0,762534,0,682,0,3,0,0,0,2
5366,27,1,0,0,0,0,14,14,17,0,0,10655,14,90010655,90000682,90000547,0,0,0,0,0,1,0,0,1115,0,682,2,0,0,0,0,0,0,0,0,0,170,1,2018,1,0,0,762535,0,547,0,2,0,0,0,1
5367,28,0,3,4,29,0,79,79,22,14,10,10979,14,90010979,90000901,90000939,0,1,3,1,0,0,20,0,1115,1,901,1,0,512,410,1,0,0,0,0,0,147,0,2018,1,14,4,762572,15,939,714,1,0,1,1,0
5368,29,0,4,6,19,3,88,88,11,10,15,10979,12,90010979,90000939,90000901,1,0,4,0,1,1,7,0,1113,3,939,0,0,535,436,0,1,1,0,0,1,147,1,2018,1,12,4,762573,14,901,733,1,0,0,0,1
5369,30,1,0,5,9,0,57,57,9,18,16,11642,14,90011642,90000516,90000509,0,3,3,0,0,1,19,0,1115,3,516,3,0,507,417,1,0,0,0,0,0,144,1,2018,1,6,3,762610,13,509,699,6,0,1,3,1
5370,31,2,3,5,13,0,113,113,20,16,16,11642,14,90011642,90000509,90000516,0,1,2,1,1,3,18,0,1115,3,509,1,0,699,613,0,1,1,0,0,0,144,3,2018,1,11,5,762611,15,516,909,1,0,1,1,3
5371,32,4,5,10,19,0,158,158,22,16,11,13016,14,90013016,90000663,90000550,0,2,4,0,1,4,14,0,1115,1,663,2,0,448,352,0,0,0,0,0,0,159,4,2018,1,23,11,762656,10,550,698,1,0,1,2,3
5372,33,2,5,7,21,0,107,107,17,11,16,13016,14,90013016,90000550,90000663,0,4,6,0,0,2,7,0,1115,3,550,4,0,423,328,0,0,0,0,0,0,159,2,2018,1,21,6,762657,18,663,639,1,0,1,3,2
5373,34,1,4,2,11,0,69,69,10,11,16,13019,14,90013019,90000996,90000671,0,2,7,0,0,1,13,0,1115,2,996,2,0,342,215,1,1,0,0,1,0,159,1,2018,1,10,2,762748,13,671,553,4,0,1,2,1
5374,35,1,6,9,47,0,124,124,20,16,12,13019,14,90013019,90000671,90000996,0,1,1,1,1,2,15,0,1115,1,671,1,0,578,474,0,1,0,1,0,0,159,2,2018,1,24,10,762749,9,996,803,2,0,1,1,2
5375,36,2,4,6,16,2,148,148,16,18,16,12012,14,90012012,90000529,90000543,1,0,4,0,1,3,14,0,1115,4,529,0,0,644,571,0,1,1,0,0,0,145,3,2018,1,24,10,762786,14,543,841,3,0,0,0,3
5376,37,0,3,7,28,0,62,62,12,16,18,12012,14,90012012,90000543,90000529,0,3,5,0,0,0,10,0,1115,2,543,3,0,364,289,1,0,0,0,0,0,145,0,2018,1,13,4,762787,12,529,562,4,0,1,3,0
5377,38,0,1,2,9,0,55,55,16,15,14,13014,14,90013014,90000588,90001124,0,2,6,0,0,1,15,0,1115,1,588,2,0,356,284,0,0,0,0,0,0,159,1,2018,1,3,1,762833,12,1124,536,3,0,1,2,1
5378,39,2,7,10,25,0,111,111,14,14,16,13014,14,90013014,90001124,90000588,0,1,0,1,1,2,5,0,1115,0,1124,1,0,702,641,0,0,0,0,0,0,159,2,2018,1,30,9,762834,9,588,915,3,0,1,1,2
5379,40,0,9,13,21,4,75,75,14,5,7,13020,14,90013020,90000661,90000672,1,0,1,0,0,0,3,0,1115,5,661,0,0,945,829,0,0,0,0,0,0,159,0,2018,1,21,6,762879,11,672,1138,3,0,0,0,0
5380,41,0,0,2,11,4,65,65,19,6,7,13020,14,90013020,90000672,90000661,1,0,5,0,0,0,16,0,1115,0,672,0,0,335,225,0,0,0,0,0,0,159,0,2018,1,3,1,762880,12,661,545,1,0,0,0,0
5381,42,3,2,2,12,0,149,149,18,16,14,13458,14,90013458,90000649,90000656,0,1,5,1,1,4,13,0,1115,1,649,1,0,511,386,2,0,0,0,1,0,187,4,2018,1,12,9,762917,22,656,752,2,0,1,1,3
5382,43,0,2,5,23,0,67,67,12,11,16,13458,14,90013458,90000656,90000649,0,4,3,0,0,1,15,0,1115,1,656,4,0,324,217,0,2,1,1,0,0,187,1,2018,1,13,6,762918,20,649,583,3,0,1,3,1
5383,44,1,3,6,39,0,85,85,13,14,19,12630,14,90012630,90000622,90000616,0,3,2,0,0,1,15,0,1115,0,622,3,0,464,358,0,0,0,0,0,0,182,1,2018,1,15,5,762956,11,616,699,3,0,1,3,1
5384,45,3,2,3,15,0,120,120,19,18,14,12630,14,90012630,90000616,90000622,0,1,4,1,1,3,9,0,1115,4,616,1,0,475,368,0,0,0,0,0,0,182,3,2018,1,12,5,762957,12,622,702,2,0,1,1,3
5385,46,3,0,0,0,0,50,50,17,0,0,10657,14,90010657,90000603,90000681,0,0,0,0,0,3,0,0,1115,0,603,4,1,0,0,0,0,0,0,0,0,170,3,2018,1,0,0,762999,0,681,0,2,0,0,0,3
5386,47,2,0,0,0,0,51,51,20,0,0,10657,14,90010657,90000681,90000603,0,0,0,0,1,3,0,0,1115,0,681,3,0,0,0,0,0,1,0,0,0,170,4,2018,1,0,0,763000,0,603,0,1,0,0,0,3
5387,48,0,2,0,6,4,120,120,13,12,21,10984,14,90010984,90000940,90000899,1,0,6,0,1,3,19,0,1115,2,940,0,0,520,423,0,1,1,0,0,0,147,3,2018,1,15,7,763037,11,899,741,2,0,0,0,3
5388,49,0,6,10,24,0,80,80,18,20,14,10984,14,90010984,90000899,90000940,0,3,4,0,0,0,18,0,1115,1,899,3,0,322,220,1,0,0,0,0,0,147,0,2018,1,21,5,763038,15,940,545,3,0,1,3,0
5389,50,1,1,2,7,0,62,62,11,10,22,10440,14,90010440,90000914,90000915,0,3,4,0,0,1,20,0,1115,2,914,3,0,357,236,0,0,0,0,0,0,157,1,2018,1,6,1,763083,22,915,561,2,0,1,3,1
5390,51,2,4,12,37,0,142,142,25,22,11,10440,13,90010440,90000915,90000914,0,1,0,1,1,3,12,0,1115,2,915,1,0,639,546,0,0,0,0,0,0,157,3,2018,1,24,7,763084,10,914,876,1,0,1,1,3
5391,52,0,3,6,22,0,61,61,20,5,10,10978,14,90010978,90000822,90000903,0,5,6,0,0,0,18,0,1115,2,822,5,0,240,167,0,0,0,0,0,0,147,0,2018,1,12,3,763121,16,903,502,0,0,1,3,0
5392,53,1,7,14,40,4,198,198,24,10,5,10978,14,90010978,90000903,90000822,1,0,3,0,1,5,12,0,1115,0,903,0,0,626,535,0,0,0,0,0,0,147,5,2018,1,31,12,763122,15,822,899,0,0,0,0,3
5393,54,0,4,4,30,2,105,105,24,25,13,10441,14,90010441,90000779,90000583,1,0,1,0,0,0,22,0,1115,1,779,0,0,492,361,0,0,0,0,0,0,157,0,2018,1,20,6,763166,13,583,749,2,0,0,0,0
5394,55,0,3,2,16,6,79,79,6,13,27,10441,14,90010441,90000583,90000779,1,0,6,0,0,0,10,0,1115,2,583,0,0,502,353,0,0,0,0,0,0,157,0,2018,1,11,1,763167,16,779,720,4,0,0,0,0
5395,56,0,5,7,23,0,60,60,13,18,22,11646,14,90011646,90000511,90000517,0,1,7,1,0,0,16,0,1115,0,511,1,0,442,338,0,0,0,0,0,0,144,0,2018,1,11,2,763204,5,517,675,3,0,1,1,0
5396,57,1,4,4,22,5,131,131,21,21,18,11646,14,90011646,90000517,90000511,1,0,3,0,1,1,21,0,1115,0,517,0,0,530,417,0,0,0,0,0,0,144,1,2018,1,20,9,763205,11,511,749,1,0,0,0,1
5397,58,2,2,5,28,0,87,87,19,16,13,11648,14,90011648,90000513,90000525,0,3,2,0,0,2,5,0,1115,1,513,3,0,529,396,1,1,0,1,0,0,144,2,2018,1,12,3,763242,12,525,770,2,0,1,3,2
5398,59,1,3,2,12,0,104,104,21,13,15,11648,14,90011648,90000525,90000513,0,2,1,0,1,3,21,0,1115,5,525,2,0,331,224,1,1,1,0,0,0,144,3,2018,1,11,5,763243,18,513,573,0,0,1,2,3
5399,60,1,4,3,22,0,81,81,18,15,14,13018,14,90013018,90000664,90001125,0,1,2,1,0,1,20,0,1115,0,664,1,0,396,308,0,0,0,0,0,0,159,1,2018,1,12,3,763289,13,1125,604,2,0,1,1,1
5400,61,1,3,3,19,0,58,58,15,13,15,13018,14,90013018,90001125,90000664,0,1,2,1,0,1,3,0,1090,4,1125,1,0,562,462,0,0,0,0,0,1,159,1,2018,1,10,3,763290,6,664,755,0,0,1,1,1
5401,62,2,2,2,11,0,103,103,17,15,21,12018,14,90012018,90000545,90000540,0,3,5,0,0,3,12,0,1115,0,545,3,0,415,307,1,0,0,0,0,0,145,3,2018,1,11,6,763327,15,540,590,1,0,1,3,3
5402,63,3,2,4,23,0,130,130,22,21,15,12018,12,90012018,90000540,90000545,0,3,3,0,0,3,19,0,1115,3,540,3,0,583,500,0,1,0,1,0,0,145,3,2018,1,23,10,763328,9,545,781,1,0,1,3,3
5403,64,1,3,6,24,0,76,76,11,12,20,12627,14,90012627,90000626,90000628,0,3,3,0,0,1,15,0,1115,4,626,3,0,458,353,0,0,0,0,0,0,182,1,2018,1,11,5,763365,18,628,672,3,0,1,3,1
5404,65,2,0,4,20,0,126,126,25,18,11,12627,13,90012627,90000628,90000626,0,1,4,1,1,3,14,0,1115,5,628,1,0,489,391,0,0,0,0,0,0,182,3,2018,1,11,6,763366,13,626,711,0,0,1,1,3
5405,66,0,4,4,21,0,60,60,14,20,13,12631,14,90012631,90000630,90000620,0,2,1,0,0,0,22,0,1115,3,630,2,0,429,311,0,0,0,0,0,0,182,0,2018,1,11,2,763403,16,620,654,5,0,1,2,0
5406,67,2,2,6,15,4,116,116,14,13,20,12631,14,90012631,90000620,90000630,1,0,2,0,1,2,13,0,1115,10,620,0,0,537,426,0,0,0,0,0,0,182,2,2018,1,15,3,763404,13,630,767,2,0,0,0,2
5407,68,0,1,6,20,2,81,81,18,18,11,13452,14,90013452,90000636,90000640,1,0,4,0,0,0,20,0,1115,2,636,0,0,463,361,0,0,0,0,0,0,187,0,2018,1,10,1,763441,15,640,717,3,0,0,0,0
5408,69,0,10,10,29,3,97,97,13,11,18,13452,14,90013452,90000640,90000636,1,0,1,0,0,0,18,0,1103,1,640,0,0,355,252,0,0,0,0,0,1,187,0,2018,1,21,5,763442,22,636,613,0,0,0,0,0
5409,70,0,3,2,19,0,49,49,5,10,18,13451,14,90013451,90000657,90000631,0,1,0,1,0,0,27,0,1110,2,657,1,0,521,397,0,0,0,0,0,1,187,0,2018,1,10,2,763479,19,631,743,3,0,1,1,0
5410,71,1,3,10,25,3,110,110,23,16,10,13451,14,90013451,90000631,90000657,1,0,2,0,1,1,25,0,1115,3,631,0,0,378,261,0,0,0,0,0,0,187,1,2018,1,11,1,763480,11,657,623,1,0,0,0,1
5411,72,2,3,7,19,0,108,108,21,16,13,11380,13,90011380,90000890,90000884,0,2,7,0,0,2,13,0,1115,3,890,2,0,297,226,0,0,0,0,0,0,174,2,2018,1,18,3,763517,10,884,473,1,0,1,2,2
5412,73,1,0,3,21,0,98,98,12,13,19,11380,14,90011380,90000884,90000890,0,2,1,0,0,2,19,0,1115,0,884,2,0,456,388,0,0,0,0,0,0,174,2,2018,1,19,10,763518,18,890,634,3,0,1,2,2
5413,74,1,3,7,30,0,101,101,9,21,12,10188,14,90010188,90000934,90000937,0,3,5,0,0,2,12,0,1114,1,934,3,0,433,343,1,0,0,0,0,1,130,2,2017,1,16,2,763565,15,937,675,5,0,1,3,2
5414,75,2,1,6,18,0,111,111,3,12,23,10188,14,90010188,90000937,90000934,0,2,0,0,1,3,27,1,1115,2,937,2,0,280,205,0,1,1,0,0,0,130,3,2017,1,14,9,763566,21,934,511,6,0,1,2,3
5415,76,0,2,5,23,0,45,45,15,9,14,10180,14,90010180,90000926,90000922,0,1,3,1,0,0,9,0,1115,1,926,1,0,601,533,0,0,0,0,0,0,130,0,2017,1,10,3,763610,6,922,790,2,0,1,1,0
5416,77,1,3,4,25,4,121,121,21,13,10,10180,14,90010180,90000922,90000926,1,0,2,0,1,1,14,0,1115,2,922,0,0,550,473,0,0,0,0,0,0,130,1,2017,1,16,4,763611,19,926,734,1,0,0,0,1
5417,78,1,2,3,12,0,69,69,20,12,15,10181,14,90010181,90000930,90000925,0,3,3,0,0,1,19,0,1115,0,930,3,0,521,420,0,0,0,0,0,0,130,1,2017,1,10,2,763657,15,925,713,0,0,1,3,1
5418,79,1,0,2,15,0,105,105,23,15,13,10181,14,90010181,90000925,90000930,0,1,1,1,1,3,21,0,1115,0,925,1,0,744,642,0,0,0,0,0,0,130,3,2017,1,12,6,763658,9,930,956,0,0,1,1,3
5419,80,0,1,2,7,0,44,44,20,10,10,12623,13,90012623,90000605,90000629,0,3,6,0,0,0,18,0,1115,3,605,3,0,510,426,0,0,0,0,0,0,182,0,2018,1,3,1,763695,14,629,756,1,0,1,3,0
5420,81,1,9,10,37,4,164,164,17,10,10,12623,14,90012623,90000629,90000605,1,0,1,0,1,3,19,0,1115,6,629,0,0,724,655,0,0,0,0,0,0,182,3,2018,1,30,10,763696,16,605,964,2,0,0,0,3
5421,82,2,1,11,20,5,141,141,17,20,16,13023,14,90013023,90000677,90000662,1,0,1,0,1,2,15,0,1115,2,677,0,0,522,413,0,0,0,0,0,0,159,2,2018,1,15,11,763741,18,662,757,3,0,0,0,2
5422,83,0,2,7,32,0,64,64,15,16,22,13023,14,90013023,90000662,90000677,0,2,9,0,0,0,9,0,1115,4,662,2,0,411,297,0,0,0,0,0,0,159,0,2018,1,6,1,763742,11,677,624,2,0,1,2,0
5423,84,0,1,7,31,0,67,67,15,15,20,10185,14,90010185,90001078,90000918,0,2,4,0,0,0,15,0,1115,1,1078,2,0,415,317,0,0,0,0,0,0,130,0,2017,1,7,0,763786,21,918,659,2,0,1,2,0
5424,85,2,6,9,16,4,138,138,21,21,18,10185,14,90010185,90000918,90001078,1,0,0,0,1,2,20,0,1115,0,918,0,0,442,355,0,0,0,0,0,0,130,2,2017,1,19,6,763787,18,1078,690,1,0,0,0,2
5425,86,4,1,2,9,4,176,176,20,24,19,10977,14,90010977,90000723,90000597,1,0,2,0,1,5,15,0,1115,1,723,0,0,591,509,0,0,0,0,0,0,147,5,2018,1,14,11,763824,11,597,819,2,0,0,0,3
5426,87,0,3,5,24,0,53,53,10,19,24,10977,14,90010977,90000597,90000723,0,5,5,0,0,0,11,0,1066,0,597,5,0,401,312,0,0,0,0,0,1,147,0,2018,1,14,3,763825,9,723,606,1,0,1,3,0
5427,88,1,2,9,29,4,97,97,9,13,19,14011,13,90014011,90000712,90000704,1,0,1,0,1,1,14,0,1063,3,712,0,0,494,366,0,0,0,0,0,0,119,1,2017,3,6,3,763862,15,704,695,3,1,0,0,1
5428,89,0,1,1,7,0,36,36,14,19,15,14011,14,90014011,90000704,90000712,0,1,1,1,0,0,15,0,1063,4,704,1,0,368,254,0,0,0,0,0,0,119,0,2017,3,5,1,763863,11,712,592,3,1,1,1,0
5429,90,1,3,3,32,0,83,83,9,18,25,10187,14,90010187,90001077,90000927,0,1,1,1,0,1,12,0,1115,3,1077,1,0,556,457,0,0,0,0,0,0,130,1,2017,1,18,6,763906,11,927,746,4,0,1,1,1
5430,91,1,0,1,7,0,63,63,18,25,19,10187,14,90010187,90000927,90001077,0,1,5,1,0,1,22,0,1115,1,927,1,0,384,289,0,0,0,0,0,0,130,1,2017,1,3,2,763907,2,1077,588,3,0,1,1,1
5431,92,0,1,2,11,0,58,58,10,22,19,10189,13,90010189,90000923,90000936,0,1,4,1,0,1,7,0,1079,3,923,1,0,476,385,1,0,1,0,0,1,130,1,2017,1,7,3,763951,12,936,648,3,0,1,1,1
5432,93,0,2,0,7,0,53,53,12,16,23,10189,14,90010189,90000936,90000923,0,1,2,1,0,1,13,0,1115,1,936,1,0,351,268,1,1,1,0,0,0,130,1,2017,1,10,5,763952,11,923,528,3,0,1,1,1
5433,94,1,1,3,12,0,87,87,3,19,27,13447,14,90013447,90000644,90000637,0,1,4,1,1,2,12,0,1081,3,644,1,0,273,189,0,0,0,0,0,1,187,2,2018,1,12,5,763989,16,637,506,4,0,1,1,2
5434,95,1,2,13,34,0,96,96,4,24,19,13447,14,90013447,90000637,90000644,0,2,3,0,0,1,14,1,1056,0,637,2,0,449,356,0,0,0,0,0,1,187,1,2018,1,14,5,763990,20,644,676,6,0,1,2,1
5435,96,0,4,4,11,0,56,56,23,14,7,14013,14,90014013,90000703,90000696,0,2,4,0,0,0,15,0,1115,1,703,2,0,385,261,1,0,0,0,0,0,119,0,2017,3,11,1,764030,14,696,613,1,0,1,2,0
5436,97,1,7,6,27,4,119,119,15,5,14,14013,14,90014013,90000696,90000703,1,0,1,0,1,2,15,0,1115,2,696,0,0,650,522,0,1,1,0,0,0,119,2,2017,3,18,6,764031,13,703,858,1,0,0,0,2
5437,0,1,2,3,14,0,78,78,20,16,10,13453,14,90013453,90000654,90000639,0,2,0,0,0,1,19,0,1114,4,654,2,0,553,463,0,0,0,0,0,1,187,1,2018,1,13,4,756366,18,639,754,0,0,1,2,1
5438,1,2,2,4,12,0,75,75,12,7,19,13453,14,90013453,90000639,90000654,0,1,3,1,1,2,9,0,1115,1,639,1,0,437,325,0,0,0,0,0,0,187,2,2018,1,9,2,756367,9,654,614,2,0,1,1,2
5439,2,2,3,7,19,0,107,107,9,20,27,11383,14,90011383,90000876,90000886,0,1,0,1,1,2,14,0,1115,2,876,1,0,308,209,0,0,0,0,0,0,174,2,2018,1,19,9,756404,18,886,492,4,0,1,1,2
5440,3,0,4,4,10,0,63,63,9,24,20,11383,14,90011383,90000886,90000876,0,2,6,0,0,1,16,0,1114,1,886,2,0,460,348,0,0,0,0,0,1,174,1,2018,1,11,1,756405,10,876,628,4,0,1,2,1
5441,4,1,0,1,13,0,91,91,24,21,13,11387,14,90011387,90000885,90000883,0,2,10,0,0,1,15,0,1115,3,885,2,0,358,247,2,0,0,0,1,0,174,1,2018,1,5,2,756442,15,883,565,1,0,1,2,1
5442,5,0,5,7,15,0,90,90,9,12,23,11387,14,90011387,90000883,90000885,0,1,1,1,1,2,16,0,1115,4,883,1,0,501,412,0,2,1,1,0,0,174,2,2018,1,27,12,756443,12,885,720,3,0,1,1,2
5443,6,0,6,5,20,0,67,67,21,15,16,12249,14,90012249,90000979,90000982,0,3,6,0,0,0,23,0,1115,0,979,3,0,468,359,0,0,0,0,0,0,183,0,2018,1,14,2,756480,9,982,695,0,0,1,3,0
5444,7,2,5,10,23,3,149,149,18,14,13,12249,14,90012249,90000982,90000979,1,0,2,0,1,3,5,0,1115,2,982,0,0,367,264,0,0,0,0,0,0,183,3,2018,1,27,10,756481,13,979,572,2,0,0,0,3
5445,8,0,7,13,29,0,87,87,24,11,7,12250,14,90012250,90000980,90000974,0,1,6,1,0,0,20,0,1115,2,980,1,0,457,331,1,0,0,0,1,0,183,0,2018,1,20,1,758376,12,974,686,0,0,1,1,0
5446,9,1,2,5,19,3,95,95,13,6,10,12250,13,90012250,90000974,90000980,1,0,1,0,1,1,22,0,1115,2,974,0,0,462,338,0,1,0,1,0,0,183,1,2018,1,12,7,758377,16,980,680,3,0,0,0,1
5447,10,0,4,9,21,0,58,58,15,11,15,12625,14,90012625,90000614,90000994,0,3,3,0,0,0,19,0,1115,2,614,3,0,437,325,1,0,0,0,0,0,182,0,2018,1,14,6,758414,11,994,645,2,0,1,3,0
5448,11,1,4,5,14,3,141,141,21,14,12,12625,14,90012625,90000994,90000614,1,0,6,0,1,3,12,0,1115,2,994,0,0,615,527,0,1,1,0,0,0,182,3,2018,1,14,7,758415,19,614,861,1,0,0,0,3
5449,12,2,5,11,23,0,105,105,25,14,9,11645,14,90011645,90000521,90000514,0,2,5,0,0,2,5,0,1115,5,521,2,0,476,378,0,0,0,0,0,0,144,2,2018,1,15,4,758452,11,514,687,0,0,1,2,2
5450,13,2,1,4,22,0,95,95,20,9,13,11645,13,90011645,90000514,90000521,0,2,2,0,0,2,14,0,1115,0,514,2,0,428,321,0,0,0,0,0,0,144,2,2018,1,12,7,758453,12,521,617,0,0,1,2,2
