,Unnamed: 0,Assists,BlockedShots,CornersWon,Crosses,DefenderCleanSheets,FantasyPoints,FantasyPointsDraftKings,FantasyPointsMondogoal,Fouled,Fouls,GameId,Games,GlobalGameId,GlobalOpponentId,GlobalTeamId,GoalkeeperCleanSheets,GoalkeeperGoalsAgainst,GoalkeeperSaves,GoalkeeperSingleGoalAgainst,GoalkeeperWins,Goals,Interceptions,LastManTackle,Minutes,Offsides,OpponentId,OpponentScore,OwnGoals,Passes,PassesCompleted,PenaltiesConceded,PenaltiesWon,PenaltyKickGoals,PenaltyKickMisses,PenaltyKickSaves,RedCards,RoundId,Score,Season,SeasonType,Shots,ShotsOnGoal,StatId,TacklesWon,TeamId,Touches,YellowCards,YellowRedCards,goal_against_label,GA_unique_label,goal_label
0,0,4,1,4,15,0,169,169,22,15,10,13692,14,90013692,90000655,90000650,0,1,6,1,1,5,11,0,1115,1,655,1,0,519,396,0,0,0,0,0,0,187,5,2018,1,21,7,1016757,13,650,795,1,0,1,1,3
1,1,1,1,6,39,0,94,94,13,9,16,13692,12,90013692,90000650,90000655,0,5,2,0,0,1,28,0,1115,3,650,5,0,475,346,0,0,0,0,0,0,187,1,2018,1,16,7,1016758,18,655,735,2,0,1,3,1
2,0,0,4,6,19,0,70,70,14,11,18,14460,14,90014460,90001268,90000710,0,1,3,1,0,0,14,0,1115,2,1268,1,0,529,422,0,0,0,0,0,0,223,0,2018,1,14,6,1015215,23,710,742,2,0,1,1,0
3,1,0,3,4,20,5,121,121,22,18,13,14460,14,90014460,90000710,90001268,1,0,4,0,1,1,19,0,1115,0,710,0,0,553,462,0,0,0,0,0,0,223,1,2018,1,15,4,1015216,18,1268,782,1,0,0,0,1
4,2,0,3,5,24,0,48,48,12,10,15,10541,14,90010541,90000915,90001122,0,1,2,1,0,0,13,0,1115,4,915,1,0,442,318,0,0,0,0,0,0,157,0,2018,1,11,5,1015807,6,1122,604,3,0,1,1,0
5,3,1,1,9,45,4,129,129,24,14,11,10541,14,90010541,90001122,90000915,1,0,5,0,1,1,12,0,1115,3,1122,0,0,488,364,0,0,0,0,0,0,157,1,2018,1,13,3,1015808,9,915,694,0,0,0,0,1
6,4,0,0,3,5,5,60,60,15,13,13,10537,13,90010537,90000909,90000779,1,0,1,0,0,0,21,0,1115,3,909,0,0,699,598,0,0,0,0,0,0,157,0,2018,1,6,2,1016465,10,779,881,3,0,0,0,0
7,5,0,1,5,15,5,75,75,17,13,13,10537,14,90010537,90000779,90000909,1,0,2,0,0,0,28,0,1115,2,779,0,0,420,325,0,0,0,0,0,0,157,0,2018,1,7,1,1016466,10,909,626,2,0,0,0,0
8,6,0,0,2,18,2,73,73,16,14,16,10539,14,90010539,90000917,90000916,1,0,2,0,0,0,22,0,1112,0,917,0,0,453,368,0,0,0,0,0,0,157,0,2018,1,5,3,1016510,20,916,680,1,1,0,0,0
9,7,0,2,7,27,3,85,85,22,15,14,10539,14,90010539,90000916,90000917,1,0,2,0,0,0,10,0,1115,1,916,0,0,522,412,0,0,0,0,0,0,157,0,2018,1,14,2,1016511,14,917,751,0,0,0,0,0
10,8,0,4,6,14,0,73,73,23,11,9,10540,12,90010540,90000769,90000772,0,2,4,0,0,0,21,0,1115,1,769,2,0,497,369,1,0,0,0,0,0,157,0,2018,1,19,4,1016554,16,772,723,0,0,1,2,0
11,9,0,6,4,14,4,118,118,15,7,13,10540,14,90010540,90000772,90000769,1,0,4,0,1,2,24,0,1115,1,772,0,0,541,412,0,1,1,0,0,0,157,2,2018,1,22,7,1016555,10,769,757,2,0,0,0,2
12,10,0,3,0,7,0,56,56,22,11,11,11895,14,90011895,90000524,90000525,0,2,1,0,0,0,18,0,1115,3,524,2,0,401,294,0,0,0,0,0,0,144,0,2018,1,14,5,1016592,18,525,618,0,0,1,2,0
13,11,2,4,4,22,4,134,134,19,11,12,11895,14,90011895,90000525,90000524,1,0,5,0,1,2,20,1,1115,3,525,0,0,626,539,0,0,0,0,0,0,144,2,2018,1,14,3,1016593,13,524,857,1,0,0,0,2
14,12,1,1,4,20,0,47,47,8,10,19,12868,14,90012868,90000625,90000620,0,2,1,0,0,1,10,0,1115,3,625,2,0,373,289,0,0,0,0,0,0,182,1,2018,1,10,3,1016629,4,620,574,4,0,1,2,1
15,13,1,6,6,20,0,99,99,23,16,10,12868,14,90012868,90000620,90000625,0,1,2,1,1,2,11,0,1115,0,620,1,0,648,557,0,0,0,0,0,0,182,2,2018,1,13,3,1016630,14,625,858,1,0,1,1,2
16,14,0,0,4,21,0,48,48,25,20,13,13697,14,90013697,90000652,90001053,0,3,2,0,0,0,14,0,1115,2,652,3,0,610,524,0,1,0,1,0,0,187,0,2018,1,5,4,1016675,9,1053,837,0,0,1,3,0
17,15,3,3,5,30,4,167,167,11,12,20,13697,14,90013697,90001053,90000652,1,0,4,0,1,3,19,0,1115,0,1053,0,0,286,205,1,0,0,0,1,0,187,3,2018,1,18,5,1016676,22,652,519,3,0,0,0,3
18,16,1,1,7,34,0,94,94,18,14,13,15013,14,90015013,90000919,90000927,0,2,6,0,0,1,11,0,1115,3,919,2,0,500,399,0,0,0,0,0,0,208,1,2018,1,15,5,1016718,10,927,768,2,0,1,2,1
19,17,2,3,10,28,0,129,129,14,13,15,15013,14,90015013,90000927,90000919,0,1,4,1,1,2,21,0,1105,0,927,1,0,343,237,0,0,0,0,0,0,208,2,2018,1,16,9,1016719,22,919,587,2,1,1,1,2
20,0,1,4,4,27,0,89,89,19,14,11,14459,14,90014459,90001071,90000699,0,2,1,0,0,1,12,0,1115,2,1071,2,0,519,412,1,0,0,0,0,0,223,1,2018,1,21,5,1011504,14,699,744,2,0,1,2,1
21,1,1,2,5,13,0,90,90,15,7,15,14459,13,90014459,90000699,90001071,0,1,4,1,1,2,19,0,1102,1,699,1,0,458,346,0,0,1,0,0,0,223,2,2018,1,6,3,1011505,20,1071,672,1,0,1,1,2
22,2,1,2,5,13,0,74,74,7,14,31,14300,14,90014300,90000892,90000880,0,2,0,0,0,2,16,0,1115,1,892,2,0,342,261,0,1,1,0,0,0,178,2,2018,1,10,3,1011542,23,880,512,3,0,1,2,2
23,3,2,0,3,10,0,83,83,19,29,15,14300,12,90014300,90000880,90000892,0,2,1,0,0,2,13,0,1063,1,880,2,0,353,264,1,0,0,0,0,0,178,2,2018,1,5,2,1011543,12,892,533,3,1,1,2,2
24,4,0,4,6,22,4,83,83,10,12,16,14301,14,90014301,90000881,90000875,1,0,5,0,0,0,16,0,1083,2,881,0,0,503,430,0,0,0,0,0,0,178,0,2018,1,18,4,1011580,7,875,715,3,1,0,0,0
25,5,0,7,6,34,3,99,99,14,15,12,14301,13,90014301,90000875,90000881,1,0,4,0,0,0,15,0,1034,4,875,0,0,386,307,0,0,0,0,0,1,178,0,2018,1,19,4,1011581,12,881,593,1,0,0,0,0
26,6,0,3,3,9,0,61,61,17,12,10,14302,14,90014302,90000879,90000884,0,1,2,1,0,0,22,0,1110,0,879,1,0,440,350,1,0,0,0,0,1,178,0,2018,1,15,5,1011617,15,884,651,0,0,1,1,0
27,7,0,1,3,14,4,100,100,21,10,12,14302,14,90014302,90000884,90000879,1,0,5,0,1,1,20,0,1115,0,884,0,0,433,341,0,1,1,0,0,0,178,1,2018,1,11,3,1011618,13,879,664,0,0,0,0,1
28,8,2,2,3,9,4,136,136,17,18,19,14303,14,90014303,90000877,90000883,1,0,6,0,1,2,20,0,1115,0,877,0,0,264,176,2,0,0,0,1,0,178,2,2018,1,12,3,1011655,21,883,460,2,0,0,0,2
29,9,0,7,11,23,0,71,71,17,19,19,14303,14,90014303,90000883,90000877,0,2,1,0,0,0,6,0,1115,0,883,2,0,524,442,0,1,0,0,0,0,178,0,2018,1,27,6,1011656,12,877,739,2,0,1,2,0
30,10,2,1,4,6,0,113,113,20,9,7,14454,14,90014454,90000700,90000704,0,2,3,0,1,3,29,0,1115,2,700,2,0,479,322,0,1,1,0,0,0,223,3,2018,1,11,6,1011693,16,704,687,1,0,1,2,3
31,11,2,1,9,24,0,99,99,18,6,10,14454,14,90014454,90000704,90000700,0,3,3,0,0,2,21,0,1115,6,704,3,0,511,370,1,0,0,0,0,0,223,2,2018,1,13,6,1011694,13,700,737,1,0,1,3,2
32,12,0,3,4,32,0,76,76,11,19,23,12866,14,90012866,90000617,90001169,0,1,1,1,0,1,20,0,1115,4,617,1,0,449,357,1,1,1,0,0,0,182,1,2018,1,16,2,1011802,11,1169,646,4,0,1,1,1
33,13,0,4,4,11,0,41,41,2,21,21,12866,14,90012866,90001169,90000617,0,1,1,1,0,1,14,0,1061,1,1169,1,0,290,187,1,1,0,1,0,1,182,1,2018,1,11,2,1011803,9,617,495,6,0,1,1,1
34,14,0,2,6,24,0,77,77,24,16,9,13252,14,90013252,90000998,90000677,0,4,3,0,0,1,12,0,1115,0,998,4,0,597,502,0,1,1,0,0,0,159,1,2018,1,15,7,1013364,9,677,791,1,0,1,3,1
35,15,4,1,4,13,0,134,134,11,9,16,13252,14,90013252,90000677,90000998,0,1,5,1,1,4,13,0,1115,1,677,1,0,394,290,1,0,0,0,0,0,159,4,2018,1,12,7,1013365,14,998,578,3,0,1,1,3
36,16,1,7,5,13,3,107,107,13,7,15,10536,13,90010536,90000907,90000914,1,0,0,0,1,2,15,0,1115,1,907,0,0,552,460,0,0,0,0,0,0,157,2,2018,1,19,4,1013411,18,914,754,2,0,0,0,2
37,17,0,4,4,19,0,56,56,18,14,7,10536,14,90010536,90000914,90000907,0,2,2,0,0,0,15,0,1115,1,914,2,0,480,364,0,0,0,0,0,0,157,0,2018,1,12,0,1013412,15,907,681,3,0,1,2,0
38,18,1,11,14,49,0,129,129,20,6,10,10850,14,90010850,90000684,90000682,0,2,2,0,0,2,12,0,1115,1,684,2,0,485,406,0,0,0,0,0,0,170,2,2018,1,28,9,1013455,18,682,719,0,0,1,2,2
39,19,2,2,3,11,0,99,99,24,10,6,10850,14,90010850,90000682,90000684,0,2,6,0,0,2,5,0,1115,4,682,2,0,497,408,0,0,0,0,0,0,170,2,2018,1,11,4,1013456,20,684,726,0,0,1,2,2
40,20,0,2,4,18,0,48,48,15,10,15,10851,14,90010851,90001165,90000690,0,3,2,0,0,0,9,0,1115,2,1165,3,0,444,332,0,0,0,0,0,0,170,0,2018,1,13,3,1013479,16,690,651,2,0,1,3,0
41,21,2,2,5,13,4,138,138,23,15,9,10851,14,90010851,90000690,90001165,1,0,3,0,1,3,15,0,1115,3,690,0,0,508,406,0,0,0,0,0,0,170,3,2018,1,15,5,1013480,10,1165,748,1,0,0,0,3
42,22,0,1,4,12,0,39,39,18,14,12,10852,14,90010852,90000680,90000687,0,4,4,0,0,0,7,0,1115,1,680,4,0,581,477,0,0,0,0,0,0,170,0,2018,1,6,3,1013521,11,687,757,2,0,1,3,0
43,23,3,5,2,10,4,176,176,21,13,14,10852,14,90010852,90000687,90000680,1,0,3,0,1,4,24,0,1115,1,687,0,0,510,413,0,0,0,0,0,0,170,4,2018,1,25,10,1013522,16,680,695,0,0,0,0,3
44,24,1,0,3,12,3,100,100,20,11,15,10855,14,90010855,90000686,90000693,1,0,9,0,1,1,13,0,1115,3,686,0,0,285,190,0,0,0,0,0,0,170,1,2018,1,6,1,1013563,15,693,502,0,0,0,0,1
45,25,0,3,10,31,0,86,86,22,15,11,10855,14,90010855,90000693,90000686,0,1,0,1,0,0,7,0,1115,2,693,1,0,581,473,0,0,0,0,0,0,170,0,2018,1,27,10,1013564,15,686,802,1,0,1,1,0
46,26,0,2,3,6,0,55,55,17,13,14,10847,14,90010847,90000547,90000679,0,3,3,0,0,0,14,0,1115,2,547,3,0,474,383,0,0,0,0,0,0,170,0,2018,1,14,4,1013602,21,679,673,2,0,1,3,0
47,27,3,6,9,21,3,155,155,22,14,13,10847,14,90010847,90000679,90000547,1,0,4,0,1,3,13,0,1115,2,679,0,0,537,449,0,0,0,0,0,0,170,3,2018,1,20,6,1013603,13,547,788,0,0,0,0,3
48,28,1,3,6,12,0,80,80,21,9,11,10848,13,90010848,90000683,90000988,0,3,3,0,0,1,21,0,1115,4,683,3,1,315,216,0,0,0,0,0,0,170,1,2018,1,13,7,1013648,18,988,545,0,0,1,3,1
49,29,2,2,5,18,0,125,125,24,12,9,10848,13,90010848,90000988,90000683,0,1,6,1,1,2,18,0,1115,3,988,1,0,759,666,0,0,0,0,0,0,170,3,2018,1,12,5,1013649,23,683,992,0,0,1,1,2
50,30,0,2,0,9,0,35,35,17,9,18,10849,14,90010849,90000688,90000681,0,5,5,0,0,0,10,0,1112,2,688,5,0,436,322,0,0,0,0,0,0,170,0,2018,1,6,3,1013693,13,681,619,0,0,1,3,0
51,31,4,2,4,23,4,181,181,21,16,9,10849,14,90010849,90000681,90000688,1,0,3,0,1,5,6,0,1115,4,681,0,0,569,470,0,0,0,0,0,0,170,5,2018,1,18,10,1013694,7,688,760,2,0,0,0,3
52,32,2,5,10,38,0,120,120,18,11,13,10853,14,90010853,90000678,90000603,0,3,4,0,0,3,10,0,1115,3,678,3,0,646,556,1,0,0,0,0,0,170,3,2018,1,22,6,1013756,4,603,877,1,0,1,3,3
53,33,1,0,7,12,0,92,92,20,11,11,10853,14,90010853,90000603,90000678,0,3,3,0,0,3,10,0,1115,4,603,3,0,298,200,0,1,1,0,0,0,170,3,2018,1,12,7,1013757,13,678,510,1,0,1,3,3
54,34,4,9,5,21,0,151,151,18,9,12,10854,14,90010854,90001166,90000691,0,1,3,1,1,4,13,0,1115,3,1166,1,0,538,457,0,0,0,0,0,0,170,4,2018,1,21,6,1013802,16,691,738,1,0,1,1,3
55,35,1,1,3,27,0,73,73,21,11,9,10854,14,90010854,90000691,90001166,0,4,2,0,0,1,13,0,1115,1,691,4,0,399,306,0,0,0,0,0,0,170,1,2018,1,11,4,1013803,12,1166,582,1,0,1,3,1
56,36,0,3,10,33,0,65,65,18,13,15,11204,13,90011204,90000905,90000906,0,2,1,0,0,0,15,0,1115,0,905,2,0,411,299,0,0,0,0,0,0,147,1,2018,1,14,2,1013826,13,906,649,1,0,1,2,0
57,37,2,0,2,21,0,96,96,18,14,12,11204,14,90011204,90000906,90000905,0,1,2,1,1,2,10,1,1092,6,906,1,1,482,376,0,0,0,0,0,0,147,2,2018,1,6,3,1013827,15,905,722,1,1,1,1,2
58,38,2,1,1,11,0,98,98,20,14,13,13250,14,90013250,90000665,90000662,0,1,5,1,1,2,9,0,1115,1,665,1,0,586,501,0,0,0,0,0,0,159,2,2018,1,10,4,1013872,13,662,775,1,0,1,1,2
59,39,1,3,7,22,0,72,72,18,12,15,13250,14,90013250,90000662,90000665,0,2,2,0,0,1,13,0,1115,1,662,2,0,470,384,0,0,0,0,0,0,159,1,2018,1,13,9,1013873,5,665,652,1,0,1,2,1
60,40,2,7,9,36,0,129,129,16,18,15,13251,13,90013251,90000671,90001125,0,1,4,1,1,2,11,0,1115,1,671,1,0,498,409,0,0,0,0,0,0,159,3,2018,1,19,6,1013919,16,1125,737,3,0,1,1,2
61,41,1,2,1,13,0,69,69,15,13,18,13251,14,90013251,90001125,90000671,0,3,4,0,0,1,12,0,1115,3,1125,3,1,357,264,0,0,0,0,0,0,159,1,2018,1,12,5,1013920,13,671,591,2,0,1,3,1
62,42,3,5,7,14,0,116,116,15,4,13,11899,14,90011899,90000527,90000516,0,1,0,1,1,3,13,0,1115,1,527,1,0,985,908,0,0,0,0,0,0,144,4,2018,1,21,7,1013971,15,516,1177,1,0,1,1,3
63,43,0,1,0,11,0,59,59,25,11,5,11899,14,90011899,90000516,90000527,0,4,4,0,0,1,18,0,1115,5,516,4,1,317,227,0,0,0,0,0,0,144,1,2018,1,4,1,1013972,16,527,517,0,0,1,3,1
64,44,1,1,2,18,0,42,42,1,7,16,13248,14,90013248,90000674,90000996,0,4,2,0,0,1,20,0,1100,3,674,4,0,455,365,1,0,0,0,0,0,159,1,2018,1,6,2,1014014,9,996,639,6,1,1,3,1
65,45,3,3,6,13,0,127,127,22,15,10,13248,14,90013248,90000996,90000674,0,1,1,1,1,4,10,0,1115,0,996,1,0,695,602,0,1,0,1,0,0,159,4,2018,1,16,6,1014015,14,674,881,1,0,1,1,3
66,46,0,2,6,18,5,81,81,13,19,18,10535,13,90010535,90000583,90000601,1,0,4,0,0,0,15,0,1115,1,583,0,0,417,307,0,0,0,0,0,0,157,0,2018,1,11,2,1014056,11,601,627,4,0,0,0,0
67,47,0,6,5,23,1,75,75,14,18,20,10535,14,90010535,90000601,90000583,1,0,2,0,0,0,14,0,1115,3,601,0,0,481,374,0,0,0,0,0,0,157,0,2018,1,22,4,1014057,6,583,702,3,0,0,0,0
68,48,0,1,9,23,0,75,75,20,27,12,12208,13,90012208,90000528,90000964,0,3,6,0,0,0,19,0,1114,1,528,3,0,503,386,1,0,0,0,0,0,145,0,2018,1,6,1,1014094,19,964,730,3,1,1,3,0
69,49,2,3,7,23,5,143,143,9,10,27,12208,14,90012208,90000964,90000528,1,0,0,0,1,3,10,0,1115,2,964,0,0,309,206,0,1,1,0,0,0,145,3,2018,1,18,10,1014095,23,528,543,2,0,0,0,3
70,50,0,4,7,19,0,70,70,22,13,9,13247,14,90013247,90000664,90000670,0,3,3,0,0,1,9,0,1115,2,664,3,0,577,471,0,0,0,0,0,0,159,1,2018,1,13,3,1014139,15,670,782,1,0,1,3,1
71,51,3,4,2,11,0,99,99,9,4,15,13247,14,90013247,90000670,90000664,0,1,2,1,1,3,9,0,1115,0,670,1,0,581,490,1,0,0,0,0,0,159,3,2018,1,14,6,1014140,11,664,778,3,0,1,1,3
72,52,2,3,4,19,0,106,106,10,11,21,13253,14,90013253,90001124,90000675,0,3,3,0,0,3,14,0,1115,4,1124,3,0,485,401,1,0,0,0,0,0,159,3,2018,1,16,6,1014185,18,675,688,3,0,1,3,3
73,53,2,3,4,12,0,106,106,16,20,12,13253,14,90013253,90000675,90001124,0,3,3,0,0,3,11,0,1077,2,675,3,0,399,318,0,0,1,0,0,0,159,3,2018,1,13,6,1014186,16,1124,621,3,1,1,3,3
74,54,0,2,4,19,3,91,91,9,14,13,12872,13,90012872,90000995,90000554,1,0,3,0,1,1,7,1,1114,0,995,0,0,542,426,0,1,1,1,0,0,182,1,2018,1,15,6,1014224,19,554,775,5,1,0,0,1
75,55,0,1,3,16,0,60,60,11,11,15,12872,14,90012872,90000554,90000995,0,1,4,1,0,0,18,0,1115,2,554,1,0,356,229,2,0,0,0,1,0,182,0,2018,1,7,3,1014225,20,995,593,4,0,1,1,0
76,56,0,0,0,0,0,0,0,0,0,0,13690,0,90013690,90000658,90000637,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,187,0,2018,1,0,0,1014261,0,637,0,0,0,0,0,0
77,57,0,0,0,0,0,0,0,0,0,0,13690,0,90013690,90000637,90000658,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,187,0,2018,1,0,0,1014262,0,658,0,0,0,0,0,0
78,58,0,3,10,25,0,81,81,15,9,10,11206,14,90011206,90000893,90000822,0,1,5,1,0,1,11,0,1115,5,893,1,0,580,483,0,1,1,0,0,0,147,1,2018,1,14,5,1014299,16,822,850,3,0,1,1,1
79,59,1,4,4,19,0,90,90,20,10,10,11206,13,90011206,90000822,90000893,0,1,4,1,0,1,12,0,1115,0,822,1,0,441,315,1,0,0,0,0,0,147,1,2018,1,15,6,1014300,19,893,676,1,0,1,1,1
80,60,1,1,0,6,0,69,69,22,13,7,11896,14,90011896,90000517,90000509,0,2,0,0,0,1,15,0,1115,1,517,2,0,493,408,0,0,0,0,0,0,144,1,2018,1,9,3,1014337,22,509,721,1,0,1,2,1
81,61,1,9,10,38,0,107,107,18,6,13,11896,14,90011896,90000509,90000517,0,1,2,1,1,2,14,0,1115,2,509,1,0,686,610,0,0,0,0,0,0,144,2,2018,1,19,3,1014338,11,517,910,0,0,1,1,2
82,62,0,1,2,4,0,55,55,18,21,7,10538,14,90010538,90000913,90001123,0,2,5,0,0,0,22,0,1042,1,913,2,0,255,162,0,0,0,0,0,0,157,0,2018,1,9,1,1014378,13,1123,441,3,1,1,2,0
83,63,2,3,10,23,5,132,132,10,6,21,10538,14,90010538,90001123,90000913,1,0,1,0,1,2,12,0,1115,0,1123,0,0,637,524,0,0,0,0,0,0,157,2,2018,1,24,7,1014379,16,913,826,2,0,0,0,2
84,64,0,7,5,16,0,77,77,17,9,10,12202,13,90012202,90000542,90000532,0,1,5,1,0,1,9,0,1115,4,542,1,0,689,587,0,0,0,0,0,0,145,1,2018,1,19,6,1014416,13,532,889,2,0,1,1,1
85,65,0,7,7,20,0,76,76,20,10,9,12202,13,90012202,90000532,90000542,0,1,5,1,0,1,4,0,1115,5,532,1,0,328,235,0,0,0,0,0,0,145,1,2018,1,21,6,1014417,6,542,528,1,0,1,1,1
86,66,0,1,3,12,0,49,49,7,19,11,13245,14,90013245,90000663,90000672,0,3,9,0,0,0,15,0,1019,3,663,3,0,554,428,1,0,0,0,0,1,159,0,2018,1,4,1,1014461,13,672,750,5,0,1,3,0
87,67,2,2,2,11,4,148,148,11,11,20,13245,14,90013245,90000672,90000663,1,0,1,0,1,3,25,0,1115,5,672,0,0,591,484,0,1,0,0,0,0,159,3,2018,1,31,11,1014462,13,663,813,3,0,0,0,3
88,68,0,5,2,12,3,76,76,12,14,21,12864,14,90012864,90000614,90000628,1,0,5,0,0,0,27,0,1115,0,614,0,0,391,260,0,0,0,0,0,0,182,0,2018,1,9,2,1014499,16,628,606,3,0,0,0,0
89,69,0,2,10,27,3,97,97,21,21,14,12864,13,90012864,90000628,90000614,1,0,2,0,0,0,22,0,1115,4,628,0,0,560,436,0,0,0,0,0,0,182,0,2018,1,18,5,1014500,11,614,814,2,0,0,0,0
90,70,0,3,5,29,4,97,97,15,19,14,13685,14,90013685,90000643,90000646,1,0,1,0,0,0,19,0,1103,1,643,0,0,414,317,0,0,0,0,0,0,187,0,2018,1,20,9,1014537,10,646,658,3,1,0,0,0
91,71,0,4,3,22,4,99,99,12,13,20,13685,14,90013685,90000646,90000643,1,0,7,0,0,0,14,0,1105,0,646,0,0,351,242,0,0,0,0,0,0,187,0,2018,1,10,1,1014538,30,643,583,2,1,0,0,0
92,72,1,3,6,24,0,84,84,13,9,16,14304,14,90014304,90000890,90000891,0,1,10,1,0,1,14,0,1115,2,890,1,0,426,335,0,2,0,1,0,0,178,1,2018,1,13,3,1014575,13,891,618,2,0,1,1,1
93,73,0,6,6,19,0,94,94,26,16,9,14304,14,90014304,90000891,90000890,0,1,2,1,0,1,16,0,1115,4,891,1,0,484,392,1,0,0,0,1,0,178,1,2018,1,21,11,1014576,10,890,701,0,0,1,1,1
94,74,4,4,7,11,0,134,134,20,10,10,12870,14,90012870,90000623,90000559,0,2,3,0,1,4,11,0,1115,1,623,2,0,791,701,0,0,0,0,0,0,182,4,2018,1,23,10,1014614,3,559,969,1,0,1,2,3
95,75,2,3,6,34,0,111,111,20,10,10,12870,14,90012870,90000559,90000623,0,4,5,0,0,2,25,0,1115,4,559,4,0,454,389,0,0,0,0,0,0,182,2,2018,1,19,5,1014615,5,623,658,1,0,1,3,2
96,76,1,4,6,27,1,103,103,14,13,15,13249,14,90013249,90000673,90000611,1,0,2,0,1,1,12,0,1115,1,673,0,0,455,378,0,1,0,1,0,0,159,1,2018,1,18,6,1014660,20,611,679,3,0,0,0,1
97,77,0,3,3,16,0,52,52,17,14,15,13249,13,90013249,90000611,90000673,0,1,5,1,0,0,6,0,1115,0,611,1,0,544,445,1,0,0,0,1,0,159,0,2018,1,9,2,1014661,9,673,743,2,0,1,1,0
98,78,0,3,9,33,0,64,64,12,10,12,13687,14,90013687,90000636,90000638,0,1,5,1,0,0,13,0,1115,3,636,1,0,409,334,0,0,0,0,0,0,187,0,2018,1,13,2,1014698,10,638,664,4,0,1,1,0
99,79,1,6,12,25,3,122,122,20,12,12,13687,14,90013687,90000638,90000636,1,0,2,0,1,1,21,0,1115,1,638,0,0,314,222,0,0,0,0,0,0,187,1,2018,1,23,6,1014699,13,636,550,1,0,0,0,1
100,80,1,5,7,21,0,111,111,23,12,10,11200,14,90011200,90000600,90000894,0,2,1,0,0,2,15,0,1115,6,600,2,0,349,275,1,0,0,0,0,0,147,2,2018,1,24,5,1014736,22,894,592,0,0,1,2,2
101,81,1,6,7,23,0,91,91,16,10,12,11200,14,90011200,90000894,90000600,0,2,2,0,0,2,12,1,1115,6,894,2,0,649,575,0,1,1,0,0,0,147,2,2018,1,15,3,1014737,18,600,892,2,0,1,2,2
102,82,0,3,2,16,3,88,88,23,24,13,15008,14,90015008,90001078,90000922,1,0,7,0,0,0,10,0,1115,1,1078,0,0,722,641,0,0,0,0,0,0,208,0,2018,1,10,2,1014781,12,922,928,2,0,0,0,0
103,83,0,5,9,21,2,88,88,12,13,24,15008,14,90015008,90000922,90001078,1,0,1,0,0,0,18,0,1115,2,922,0,0,370,311,0,0,0,0,0,0,208,0,2018,1,25,7,1014782,16,1078,605,2,0,0,0,0
104,84,0,4,9,23,0,83,83,17,19,19,15010,14,90015010,90000929,90000933,0,1,1,1,0,1,11,0,1115,0,929,1,0,355,264,0,0,0,0,0,0,208,1,2018,1,15,3,1014824,23,933,605,2,0,1,1,1
105,85,1,5,9,30,0,86,86,15,18,19,15010,14,90015010,90000933,90000929,0,1,2,1,0,1,19,0,1115,2,933,1,0,411,333,0,0,0,0,0,0,208,1,2018,1,13,2,1014825,14,929,663,3,0,1,1,1
106,86,0,1,1,13,4,67,67,8,18,19,15011,14,90015011,90000937,90000923,1,0,4,0,0,0,23,0,1115,2,937,0,0,267,193,0,0,0,0,0,0,208,0,2018,1,7,0,1014870,11,923,467,6,0,0,0,0
107,87,0,4,15,36,4,90,90,13,19,19,15011,14,90015011,90000923,90000937,1,0,0,0,0,0,12,0,1115,2,923,0,0,663,571,0,0,0,0,0,0,208,0,2018,1,18,4,1014871,12,937,876,4,0,0,0,0
108,88,0,1,0,15,0,68,68,20,27,16,15009,14,90015009,90000921,90000934,0,1,3,1,0,0,19,0,1115,0,921,1,0,462,368,0,0,0,0,0,0,208,0,2018,1,4,1,1014919,23,934,693,3,0,1,1,0
109,89,1,7,11,34,4,113,113,7,15,28,15009,14,90015009,90000934,90000921,1,0,1,0,1,1,10,0,1115,2,934,0,0,627,552,0,0,0,0,0,0,208,1,2018,1,19,4,1014920,18,921,855,4,0,0,0,1
110,90,3,4,5,22,2,154,154,21,20,13,15012,14,90015012,90001245,90000925,1,0,1,0,1,3,11,0,1115,3,1245,0,0,486,426,0,0,0,0,0,0,208,3,2018,1,20,7,1014968,19,925,696,2,0,0,0,3
111,91,0,3,5,21,0,47,47,16,12,20,15012,14,90015012,90000925,90001245,0,3,4,0,0,0,13,0,1115,1,925,3,0,451,403,0,0,0,0,0,0,208,0,2018,1,9,1,1014969,11,1245,668,1,0,1,3,0
112,92,1,2,1,5,0,119,119,18,14,16,15014,14,90015014,90001246,90000936,0,1,12,1,1,2,23,0,1115,3,1246,1,0,287,180,0,0,0,0,0,0,208,2,2018,1,11,3,1015012,27,936,536,1,0,1,1,2
113,93,0,10,9,36,0,110,110,19,15,16,15014,14,90015014,90000936,90001246,0,2,1,0,0,1,20,0,1115,2,936,2,0,645,552,0,0,0,0,0,0,208,1,2018,1,32,13,1015013,12,1246,930,1,0,1,2,1
114,94,1,1,1,7,0,109,109,27,22,6,14455,14,90014455,90000695,90000705,0,1,5,1,1,2,13,0,1115,2,695,1,0,521,426,0,1,1,0,0,0,223,2,2018,1,13,5,1015050,15,705,739,1,0,1,1,2
115,95,1,3,12,21,0,69,69,5,5,21,14455,14,90014455,90000705,90000695,0,2,3,0,0,1,10,0,1115,3,705,2,0,399,316,1,0,0,0,0,0,223,1,2018,1,18,6,1015051,14,695,600,4,0,1,2,1
