,Unnamed: 0,index,Assists,BlockedShots,CornersWon,Crosses,DefenderCleanSheets,FantasyPoints,FantasyPointsMondogoal,Fouled,Fouls,GameId,Games,GlobalGameId,GlobalOpponentId,GlobalTeamId,GoalkeeperCleanSheets,GoalkeeperGoalsAgainst,GoalkeeperSaves,GoalkeeperSingleGoalAgainst,GoalkeeperWins,Goals,Interceptions,LastManTackle,Minutes,Offsides,OpponentId,OpponentScore,OwnGoals,Passes,PassesCompleted,PenaltiesConceded,PenaltiesWon,PenaltyKickGoals,PenaltyKickMisses,PenaltyKickSaves,RedCards,RoundId,Score,Season,SeasonType,Shots,ShotsOnGoal,StatId,TacklesWon,TeamId,Touches,YellowCards,YellowRedCards,goal_against_label,GA_unique_label,goal_label
127,127,7,2,5,12,33,0,142,21,7,9,1006,18,90001006,90000518,90000520,0,1,2,1,1,3,22,0,1115,2,518,0,0,483,361,0,0,0,0,0,0,1,3,2016,1,22,6,47893,18,520,0,0,0,1,1,3
128,128,8,0,3,4,30,0,68,22,15,11,1007,18,90001007,90000512,90000519,0,1,4,1,0,0,6,0,1115,2,512,0,0,339,195,0,0,0,0,0,0,1,1,2016,1,14,4,47922,7,519,0,1,0,1,1,0
129,129,9,1,1,11,41,4,133,16,11,14,1007,18,90001007,90000519,90000512,1,0,4,0,1,1,29,0,1115,3,519,0,0,355,210,0,0,0,0,0,0,1,1,2016,1,14,7,47923,12,512,0,2,0,0,0,1
130,130,10,0,2,6,30,0,89,21,13,11,1008,18,90001008,90000525,90000513,0,1,4,1,0,1,10,0,1115,3,525,0,0,512,403,0,0,0,0,0,0,1,1,2016,1,13,7,47952,15,513,0,1,0,1,1,1
131,131,11,1,3,7,23,0,89,15,9,14,1008,18,90001008,90000513,90000525,0,1,6,1,0,1,19,0,1115,3,513,0,0,367,254,0,0,0,0,0,0,1,1,2016,1,14,5,47953,14,525,0,2,0,1,1,1
132,132,12,1,5,9,34,0,88,21,10,7,1009,18,90001009,90000516,90000526,0,2,2,0,0,1,19,0,1104,1,516,0,0,356,259,0,0,0,0,0,0,1,2,2016,1,14,2,47981,13,526,0,1,0,1,2,1
133,133,13,1,5,9,23,0,88,18,7,11,1009,18,90001009,90000526,90000516,0,1,1,1,1,2,9,0,1115,3,526,0,0,617,516,0,0,1,0,0,0,1,2,2016,1,14,4,47982,11,516,0,1,0,1,1,2
134,134,0,0,3,9,50,0,89,17,13,14,1001,18,90001001,90000514,90000520,0,0,4,1,0,0,13,0,1115,2,514,0,0,458,362,0,0,0,0,0,0,1,1,2016,1,11,2,46611,21,520,0,2,0,0,0,0
135,135,1,1,5,7,22,4,107,18,14,13,1001,18,90001001,90000520,90000514,1,0,1,0,1,1,15,0,1115,2,520,0,0,410,298,0,0,0,0,0,0,1,1,2016,1,12,4,46612,15,514,0,2,0,0,0,1
136,136,2,0,5,5,22,0,81,26,15,6,1002,18,90001002,90000517,90000513,0,1,1,1,0,0,24,0,1115,3,517,0,0,482,366,0,0,0,0,0,0,1,1,2016,1,7,1,46640,30,513,0,0,0,1,1,0
137,137,3,1,5,5,20,2,84,12,5,16,1002,18,90001002,90000513,90000517,1,0,1,0,1,1,23,0,1115,2,513,0,0,579,475,0,0,0,0,0,0,1,1,2016,1,11,2,46641,11,517,0,2,0,0,0,1
138,138,0,2,0,2,5,4,153,22,13,9,993,18,90000993,90000510,90000511,1,0,4,0,1,4,13,0,1115,3,510,0,0,680,590,0,0,1,0,0,0,1,0,2016,1,12,9,45675,21,511,0,1,0,0,0,3
139,139,1,0,5,7,27,0,67,6,7,13,993,18,90000993,90000511,90000510,0,4,4,0,0,0,21,0,1115,0,511,0,0,463,357,0,0,0,0,0,0,1,0,2016,1,16,4,45676,23,510,0,5,1,1,3,0
140,140,2,0,1,3,18,4,74,16,11,14,994,18,90000994,90000522,90000526,1,0,6,0,0,0,22,0,1115,0,522,0,0,343,211,0,0,0,0,0,0,1,0,2016,1,3,0,45703,13,526,0,2,0,0,0,0
141,141,3,0,7,10,23,5,101,19,11,12,994,18,90000994,90000526,90000522,1,0,0,0,0,0,21,0,1115,5,526,0,0,445,322,0,0,0,0,0,0,1,0,2016,1,24,6,45704,15,522,0,1,0,0,0,0
142,142,4,0,1,3,24,0,67,18,7,11,995,18,90000995,90000509,90000525,0,4,9,0,0,0,20,0,1115,3,509,0,0,369,262,0,0,0,0,0,0,1,4,2016,1,7,3,45733,18,525,0,1,0,1,3,0
143,143,5,2,3,9,16,4,167,21,11,7,995,18,90000995,90000525,90000509,1,0,2,0,1,4,30,0,1115,1,525,0,0,871,767,0,0,0,0,0,0,1,4,2016,1,21,13,45734,11,509,0,1,0,0,0,3
144,144,6,2,4,5,27,0,91,14,6,18,996,18,90000996,90000521,90000523,0,2,3,0,0,2,18,0,1115,1,521,0,0,552,467,0,0,0,0,0,0,1,2,2016,1,13,3,45762,11,523,0,1,0,1,2,2
145,145,7,2,2,5,18,0,107,27,18,6,996,18,90000996,90000523,90000521,0,2,1,0,0,2,20,0,1115,5,523,0,0,506,405,0,0,0,0,0,0,1,2,2016,1,13,5,45763,15,521,0,0,0,1,2,2
146,146,8,1,1,5,36,0,94,18,5,12,997,19,90000997,90000519,90000518,0,3,3,0,0,2,12,0,1115,3,519,0,0,535,418,0,0,1,0,0,0,1,3,2016,1,14,5,45791,12,518,0,0,0,1,3,2
147,147,9,3,2,6,36,0,133,24,11,6,997,18,90000997,90000518,90000519,0,2,3,0,1,3,6,0,1115,4,518,0,0,387,262,0,0,0,0,0,0,1,3,2016,1,14,6,45792,11,519,0,0,0,1,2,3
148,148,10,0,3,5,32,0,91,13,12,21,998,18,90000998,90000527,90000512,0,2,4,0,0,2,19,0,1115,5,527,0,0,255,174,0,0,0,0,0,0,1,2,2016,1,13,5,45820,12,512,0,2,0,1,2,2
149,149,11,0,6,4,16,0,87,15,20,13,998,18,90000998,90000512,90000527,0,2,2,0,0,2,10,0,1115,2,512,0,0,562,464,0,0,0,0,0,1,1,2,2016,1,20,6,45821,13,527,0,2,0,1,2,2
150,150,12,3,0,4,16,4,169,20,9,9,999,18,90000999,90000508,90000516,1,0,2,0,1,4,19,0,1115,4,508,0,0,627,529,0,0,0,0,0,0,1,0,2016,1,16,7,45850,24,516,0,1,0,0,0,3
151,151,13,0,4,4,19,0,53,21,9,10,999,18,90000999,90000516,90000508,0,4,3,0,0,0,18,0,1115,2,516,0,0,517,432,0,0,0,0,0,0,1,0,2016,1,12,2,45851,13,508,0,0,0,1,3,0
152,152,14,1,6,10,20,0,105,21,11,12,1000,18,90001000,90000515,90000524,0,1,7,1,0,1,22,0,1115,1,515,0,0,586,462,0,0,0,0,0,0,1,1,2016,1,20,5,45879,16,524,0,0,0,1,1,1
153,153,15,1,6,13,27,0,112,17,12,12,1000,18,90001000,90000524,90000515,0,1,4,1,0,1,25,0,1115,0,524,0,0,413,288,0,0,0,0,0,0,1,1,2016,1,16,7,45880,27,515,0,2,0,1,1,1
154,154,0,0,3,5,7,0,84,24,15,7,989,18,90000989,90000518,90000522,0,0,6,1,0,1,6,0,1115,1,518,0,0,337,223,0,0,0,0,0,0,1,1,2016,1,15,4,44308,22,522,0,1,0,0,0,1
155,155,1,1,2,3,23,0,89,9,7,15,989,18,90000989,90000522,90000518,0,1,3,1,0,1,11,0,1115,1,522,0,0,489,384,0,0,0,0,0,0,1,1,2016,1,19,9,44309,22,518,0,4,0,1,1,1
156,156,2,2,6,5,18,0,96,13,10,14,990,18,90000990,90000520,90000515,0,3,2,0,0,2,13,0,1115,2,520,0,0,546,433,0,0,0,0,1,0,1,3,2016,1,19,9,44338,13,515,0,3,0,1,3,2
157,157,3,3,5,3,22,0,139,21,14,12,990,18,90000990,90000515,90000520,0,2,6,0,1,3,24,0,1115,3,515,0,0,525,427,0,0,0,1,0,0,1,3,2016,1,18,5,44339,16,520,0,1,0,1,2,3
158,158,4,1,1,5,13,3,103,17,9,13,991,18,90000991,90000516,90000517,1,0,3,0,1,1,19,0,1115,1,516,0,0,448,337,0,0,0,0,0,0,1,0,2016,1,5,4,44368,27,517,0,1,0,0,0,1
159,159,5,0,7,12,36,0,102,21,12,10,991,18,90000991,90000517,90000516,0,2,3,2,0,0,27,0,1115,2,517,0,0,511,419,0,0,0,0,0,0,1,0,2016,1,29,3,44369,21,516,0,1,0,1,2,0
160,160,6,0,0,5,24,0,58,22,12,6,992,18,90000992,90000524,90000508,0,3,4,0,0,0,20,0,1115,6,524,0,0,380,285,0,0,0,0,0,0,1,3,2016,1,2,0,44398,18,508,0,1,0,1,3,0
161,161,7,3,1,4,15,3,144,19,6,12,992,18,90000992,90000508,90000524,1,0,0,0,1,3,18,1,1115,3,508,0,0,677,586,0,0,0,0,0,0,1,3,2016,1,19,9,44399,19,524,0,0,0,0,0,3
162,162,0,2,4,5,13,4,126,20,6,11,983,18,90000983,90000513,90000509,1,0,2,0,1,2,33,0,1115,3,513,0,0,506,405,0,0,0,0,0,0,1,0,2016,1,12,3,43390,16,509,0,0,0,0,0,2
163,163,1,0,1,7,40,0,79,24,11,7,983,18,90000983,90000509,90000513,0,2,1,0,0,0,20,0,1115,1,509,0,0,570,447,0,0,0,0,0,0,1,0,2016,1,9,2,43391,22,513,0,0,0,1,2,0
164,164,2,1,4,10,19,0,88,9,12,15,984,18,90000984,90000511,90000527,0,2,3,0,0,2,20,0,1115,2,511,0,0,410,296,0,0,0,0,0,0,1,2,2016,1,14,6,43420,14,527,0,5,0,1,2,2
165,165,3,0,6,11,31,0,104,15,14,14,984,18,90000984,90000527,90000511,0,2,3,0,0,2,16,0,1115,1,527,0,0,601,483,0,0,1,0,0,0,1,2,2016,1,24,5,43421,14,511,0,3,0,1,2,2
166,166,4,1,2,3,23,5,93,15,9,14,985,18,90000985,90000526,90000519,1,0,0,0,1,1,6,0,1115,2,526,0,0,409,260,0,0,0,0,0,0,1,0,2016,1,7,1,43450,19,519,0,2,0,0,0,1
167,167,5,0,4,4,23,0,66,22,14,9,985,18,90000985,90000519,90000526,0,1,0,1,0,0,27,0,1115,4,519,0,0,406,251,0,0,0,0,0,0,1,0,2016,1,11,0,43451,18,526,0,1,0,1,1,0
168,168,6,1,2,7,29,4,126,17,10,14,986,18,90000986,90000512,90000514,1,0,4,0,1,1,23,0,1115,0,512,0,0,389,262,0,0,0,0,0,0,1,0,2016,1,9,3,43480,27,514,0,1,0,0,0,1
169,169,7,0,2,11,44,0,87,22,14,10,986,18,90000986,90000514,90000512,0,1,2,1,0,0,22,1,1115,0,514,0,0,482,366,0,0,0,0,0,0,1,0,2016,1,14,4,43481,13,512,0,1,0,1,1,0
170,170,8,2,1,2,22,0,100,17,11,15,987,18,90000987,90000525,90000521,0,1,3,1,1,2,12,1,1115,4,525,0,0,486,355,0,0,0,0,0,0,1,1,2016,1,10,6,43509,12,521,0,1,0,1,1,2
171,171,9,1,1,10,36,0,97,17,15,11,987,18,90000987,90000521,90000525,0,2,4,0,0,1,20,0,1115,2,521,0,0,511,368,0,0,0,0,0,0,1,1,2016,1,10,4,43510,18,525,0,3,0,1,2,1
172,172,10,0,6,6,37,0,82,16,9,11,988,18,90000988,90000523,90000510,0,1,0,1,0,0,36,0,1115,0,523,0,0,436,320,0,0,0,0,0,0,1,1,2016,1,13,2,43538,22,510,0,2,0,1,1,0
173,173,11,1,3,4,19,4,103,16,11,10,988,18,90000988,90000510,90000523,1,0,2,0,1,1,29,0,1115,3,510,0,0,525,438,0,0,0,0,0,0,1,1,2016,1,11,1,43539,13,523,0,3,0,0,0,1
174,174,0,0,5,4,22,0,59,19,4,10,982,18,90000982,90000514,90000518,0,0,0,1,0,0,18,0,1115,1,514,0,0,525,394,0,0,0,0,0,0,1,1,2016,1,13,2,43066,20,518,0,0,0,0,0,0
175,175,1,1,6,9,28,4,123,25,10,4,982,18,90000982,90000518,90000514,1,0,2,0,1,1,27,0,1115,0,518,0,0,516,402,0,0,0,0,0,0,1,1,2016,1,11,1,43067,21,514,0,0,0,0,0,1
176,176,0,2,5,9,15,3,134,21,5,6,981,18,90000981,90000510,90000524,1,0,2,0,1,2,15,0,1115,2,510,0,0,646,535,0,0,0,0,0,0,1,0,2016,1,21,9,42208,20,524,0,0,0,0,0,2
177,177,1,0,4,5,31,0,85,22,6,6,981,18,90000981,90000524,90000510,0,2,6,0,0,0,32,0,1115,4,524,0,0,368,266,0,0,0,0,0,0,1,0,2016,1,13,2,42209,16,510,0,0,0,1,2,0
178,178,0,0,7,9,36,4,102,21,14,11,978,18,90000978,90000519,90000516,1,0,0,0,0,0,15,0,1115,1,519,0,0,704,595,0,0,0,0,0,0,1,0,2016,1,16,3,41345,20,516,0,1,0,0,0,0
179,179,1,0,1,4,20,4,74,11,9,16,978,18,90000978,90000516,90000519,1,0,3,0,0,0,15,0,1115,2,516,0,0,359,249,0,0,0,0,0,0,1,0,2016,1,5,0,41346,24,519,0,3,0,0,0,0
180,180,2,2,2,4,23,0,101,12,14,13,979,18,90000979,90000521,90000520,0,1,1,1,1,2,11,0,1115,1,521,0,0,388,284,0,0,0,0,0,1,1,1,2016,1,12,4,41375,18,520,0,2,0,1,1,2
181,181,3,1,4,1,25,0,87,19,13,14,979,18,90000979,90000520,90000521,0,2,2,0,0,1,11,1,1115,0,520,0,0,602,493,0,0,0,0,0,0,1,1,2016,1,14,2,41376,22,521,0,1,0,1,2,1
182,182,4,1,2,3,20,0,104,22,13,12,980,18,90000980,90000508,90000523,0,3,1,0,0,2,22,0,1115,1,508,0,0,521,409,0,0,0,0,0,0,1,3,2016,1,14,4,41405,27,523,0,0,0,1,3,2
183,183,5,2,2,5,14,0,114,19,12,13,980,18,90000980,90000523,90000508,0,2,2,0,1,3,28,0,1115,1,523,0,0,411,297,0,0,0,0,0,0,1,3,2016,1,13,4,41406,14,508,0,1,0,1,2,3
184,184,0,0,9,6,22,0,102,11,13,18,976,18,90000976,90000512,90000515,0,0,3,1,1,2,14,0,1115,2,512,0,0,635,526,0,0,1,0,0,0,1,1,2016,1,21,5,40041,20,515,0,3,1,0,0,2
185,185,1,0,4,6,29,0,88,21,16,13,976,18,90000976,90000515,90000512,0,2,3,0,0,1,23,0,1115,3,515,0,0,385,259,0,0,0,0,0,0,1,1,2016,1,15,4,40042,12,512,0,1,0,1,2,1
186,186,2,0,4,5,22,0,63,18,10,7,977,18,90000977,90000526,90000517,0,1,1,1,0,0,19,1,1115,1,526,0,0,566,410,0,0,0,0,0,0,1,1,2016,1,7,1,40071,24,517,0,1,1,1,1,0
187,187,3,1,4,4,15,3,92,19,7,9,977,18,90000977,90000517,90000526,1,0,1,0,1,1,24,0,1115,5,517,0,0,494,348,0,0,0,0,0,0,1,1,2016,1,10,2,40072,12,526,0,1,0,0,0,1
188,188,0,1,4,2,7,0,98,12,10,11,968,18,90000968,90000524,90000509,0,0,10,0,0,2,25,0,1115,1,524,0,0,466,332,0,0,0,0,0,0,1,2,2016,1,11,4,39151,21,509,0,3,1,0,0,2
189,189,1,2,9,10,29,0,139,16,9,11,968,18,90000968,90000509,90000524,0,2,2,0,0,2,21,0,1115,2,509,0,0,476,357,0,0,0,0,0,0,1,2,2016,1,29,12,39152,29,524,0,2,0,1,2,2
190,190,2,0,1,1,10,0,52,20,11,11,969,18,90000969,90000516,90000510,0,4,5,0,0,0,23,0,1115,0,516,0,0,369,282,0,0,0,0,0,0,1,4,2016,1,2,1,39181,23,510,0,1,0,1,3,0
191,191,3,3,3,10,29,4,176,22,11,11,969,18,90000969,90000510,90000516,1,0,1,0,1,4,24,0,1115,2,510,0,0,914,832,0,0,0,1,0,0,1,4,2016,1,24,10,39182,14,516,0,0,0,0,0,3
192,192,4,0,2,0,15,0,53,9,14,16,970,18,90000970,90000523,90000519,0,1,2,1,0,0,25,0,1115,3,523,0,0,384,262,0,0,0,0,0,0,1,1,2016,1,9,3,39211,15,519,0,5,0,1,1,0
193,193,5,1,2,5,22,4,120,18,16,15,970,18,90000970,90000519,90000523,1,0,3,0,1,1,23,0,1115,4,519,0,0,482,349,0,0,0,0,0,0,1,1,2016,1,11,3,39212,21,523,0,2,0,0,0,1
194,194,6,2,7,4,19,0,118,18,15,9,971,18,90000971,90000518,90000508,0,1,2,1,1,2,29,0,1115,1,518,0,0,504,384,0,0,0,0,0,0,1,1,2016,1,18,5,39241,15,508,0,3,0,1,1,2
195,195,7,1,6,5,22,0,82,16,9,15,971,18,90000971,90000508,90000518,0,3,3,0,0,1,19,0,1115,1,508,0,1,488,366,0,0,0,0,0,0,1,1,2016,1,15,3,39242,19,518,0,1,0,1,3,1
196,196,8,0,4,4,16,0,88,17,10,11,972,18,90000972,90000511,90000521,0,1,6,1,0,1,20,0,1115,4,511,0,0,537,437,0,0,0,0,0,0,1,1,2016,1,19,5,39271,16,521,0,2,0,1,1,1
197,197,9,1,5,9,27,0,103,19,9,10,972,18,90000972,90000521,90000511,0,1,4,1,0,1,19,0,1115,3,521,0,0,497,402,0,0,0,0,0,0,1,1,2016,1,22,7,39272,15,511,0,1,0,1,1,1
198,198,10,3,5,6,39,0,153,14,12,14,973,18,90000973,90000513,90000527,0,2,6,0,1,3,18,0,1115,3,513,0,0,536,468,0,0,0,0,1,0,1,2,2016,1,19,5,39301,18,527,0,3,0,1,2,3
199,199,11,2,5,10,27,0,99,13,13,13,973,18,90000973,90000527,90000513,0,3,2,0,0,2,16,0,1115,1,527,0,0,386,308,0,0,0,1,0,0,1,2,2016,1,16,9,39302,16,513,0,3,1,1,3,2
200,200,12,1,4,2,21,0,75,19,9,10,974,18,90000974,90000520,90000522,0,1,4,1,0,1,15,0,1115,1,520,0,0,298,166,0,0,0,0,0,0,1,1,2016,1,12,3,39331,9,522,0,1,0,1,1,1
201,201,13,1,7,13,38,0,86,11,9,10,974,18,90000974,90000522,90000520,0,1,2,1,0,1,15,0,1115,1,522,0,0,559,441,0,0,0,0,0,1,1,1,2016,1,18,5,39332,9,520,0,2,0,1,1,1
202,202,14,0,0,9,23,4,118,16,10,12,975,18,90000975,90000525,90000514,1,0,4,0,1,1,22,0,1115,1,525,0,0,467,346,0,0,0,0,0,0,1,0,2016,1,15,7,39361,20,514,0,2,0,0,0,1
203,203,15,0,3,3,28,0,90,18,12,11,975,18,90000975,90000514,90000525,0,1,5,1,0,0,25,1,1115,2,514,0,0,465,339,0,0,0,0,0,0,1,0,2016,1,12,4,39362,27,525,0,2,0,1,1,0
204,204,0,1,4,3,13,0,86,16,9,12,963,18,90000963,90000509,90000523,0,0,3,1,1,2,10,0,1115,3,509,0,0,415,329,0,0,0,0,0,0,1,1,2016,1,12,2,38440,18,523,0,2,0,0,0,2
205,205,1,1,6,7,24,0,98,24,12,9,963,18,90000963,90000523,90000509,0,2,0,0,0,1,20,0,1115,3,523,0,0,699,604,0,0,0,0,0,0,1,1,2016,1,20,4,38441,23,509,0,0,0,1,2,1
206,206,2,0,1,1,20,0,58,24,11,6,964,18,90000964,90000521,90000518,0,1,1,1,0,0,18,0,1115,1,521,0,0,420,318,0,0,0,0,0,0,1,1,2016,1,6,4,38470,14,518,0,0,0,1,1,0
207,207,3,1,2,5,27,4,115,17,6,12,964,18,90000964,90000518,90000521,1,0,3,0,1,1,18,2,1115,1,518,0,0,517,415,0,0,0,0,0,0,1,1,2016,1,10,2,38471,24,521,0,1,0,0,0,1
208,208,4,0,0,3,20,0,65,15,11,12,965,18,90000965,90000527,90000524,0,1,2,1,0,0,19,0,1115,2,527,0,0,565,414,0,0,0,0,0,0,1,1,2016,1,10,3,38500,24,524,0,3,0,1,1,0
209,209,5,1,5,6,16,4,116,22,12,11,965,18,90000965,90000524,90000527,1,0,2,0,1,1,32,0,1115,7,524,0,0,299,170,0,0,0,0,0,0,1,1,2016,1,15,3,38501,14,527,0,0,0,0,0,1
210,210,6,0,1,2,14,0,60,20,15,15,966,18,90000966,90000515,90000516,0,3,4,0,0,0,21,0,1115,1,515,0,0,529,401,0,0,0,0,0,0,1,3,2016,1,4,2,38530,23,516,0,1,0,1,3,0
211,211,7,3,1,3,11,4,161,22,15,15,966,18,90000966,90000516,90000515,1,0,1,0,1,3,24,0,1115,4,516,0,0,527,404,0,0,0,0,0,0,1,3,2016,1,12,7,38531,31,515,0,0,0,0,0,3
212,212,8,0,3,7,24,0,69,12,7,19,967,18,90000967,90000517,90000525,0,1,2,1,0,0,18,0,1115,0,517,0,0,346,235,0,0,0,0,0,0,1,1,2016,1,14,4,38560,25,525,0,2,0,1,1,0
213,213,9,0,5,10,21,3,120,25,18,7,967,18,90000967,90000525,90000517,1,0,3,0,1,1,23,1,1115,2,525,0,0,568,445,0,0,0,0,0,0,1,1,2016,1,15,3,38561,21,517,0,1,0,0,0,1
214,214,0,2,2,9,20,0,117,20,7,7,958,18,90000958,90000510,90000513,0,0,4,1,1,3,11,0,1115,1,510,0,0,605,498,0,0,0,0,0,0,1,1,2016,1,11,7,38113,15,513,0,1,0,0,0,3
215,215,1,1,5,10,39,0,97,15,7,9,958,18,90000958,90000513,90000510,0,3,3,0,0,1,20,1,1115,0,513,0,0,515,421,0,0,0,0,0,0,1,1,2016,1,15,5,38114,20,510,0,3,0,1,3,1
216,216,2,1,4,5,16,0,89,16,9,15,959,18,90000959,90000522,90000512,0,2,4,0,0,2,21,0,1115,3,522,0,0,330,216,0,0,0,0,0,0,1,2,2016,1,14,5,38143,12,512,0,1,0,1,2,2
217,217,3,2,4,4,22,0,113,21,15,12,959,18,90000959,90000512,90000522,0,2,3,0,0,2,15,0,1115,0,512,0,0,481,370,0,0,0,0,0,0,1,2,2016,1,19,6,38144,16,522,0,1,0,1,2,2
218,218,4,2,4,4,13,0,109,24,19,5,960,18,90000960,90000519,90000511,0,1,2,1,1,2,21,0,1115,2,519,0,0,586,481,0,0,0,0,0,0,1,1,2016,1,11,2,38172,18,511,0,2,0,1,1,2
219,219,5,1,4,4,29,0,63,8,5,19,960,18,90000960,90000511,90000519,0,2,0,0,0,1,18,0,1115,3,511,0,0,503,389,0,0,0,0,0,0,1,1,2016,1,14,2,38173,11,519,0,3,0,1,2,1
220,220,6,1,2,3,15,0,89,17,9,9,961,18,90000961,90000514,90000526,0,2,4,0,0,2,27,0,1115,4,514,0,0,307,189,0,0,0,0,0,0,1,2,2016,1,12,3,38202,13,526,0,2,0,1,2,2
221,221,7,2,7,12,47,0,135,20,7,11,961,18,90000961,90000526,90000514,0,2,1,0,0,2,28,0,1115,1,526,0,0,550,422,0,0,0,0,0,0,1,2,2016,1,24,5,38203,19,514,0,0,0,1,2,2
222,222,8,0,2,2,18,0,41,17,11,20,962,18,90000962,90000508,90000520,0,2,2,0,0,0,12,0,1115,4,508,0,0,477,368,0,0,0,0,0,0,1,2,2016,1,6,1,38232,12,520,0,0,0,1,2,0
223,223,9,1,3,11,31,4,126,24,16,12,962,18,90000962,90000520,90000508,1,0,1,0,1,2,14,0,1115,1,520,0,0,378,275,0,0,0,0,0,0,1,2,2016,1,10,4,38233,13,508,0,0,0,0,0,2
224,224,0,1,4,7,14,0,93,13,12,15,956,18,90000956,90000524,90000523,0,0,14,0,0,1,21,0,1115,3,524,0,0,377,245,0,0,0,0,0,0,1,2,2016,1,11,4,37252,13,523,0,3,0,0,0,1
225,225,1,1,6,7,31,0,149,19,15,12,956,18,90000956,90000523,90000524,0,1,3,1,1,2,24,0,1115,3,523,0,0,507,393,0,0,0,0,0,0,1,2,2016,1,38,16,37253,12,524,0,2,0,1,1,2
226,226,2,1,3,3,16,0,93,18,23,16,957,18,90000957,90000517,90000509,0,3,2,0,0,2,19,0,1115,1,517,0,0,612,515,0,0,0,0,0,0,1,3,2016,1,14,5,37282,13,509,0,3,0,1,3,2
227,227,3,2,1,2,13,0,105,9,16,23,957,18,90000957,90000509,90000517,0,2,3,0,1,3,16,0,1115,2,509,0,0,391,298,0,0,0,0,0,0,1,3,2016,1,7,5,37283,20,517,0,4,0,1,2,3
228,228,0,0,3,6,13,0,73,23,12,10,950,18,90000950,90000527,90000522,0,0,2,1,0,0,16,0,1115,2,527,0,0,424,277,0,0,0,0,0,0,1,1,2016,1,14,4,36485,25,522,0,0,0,0,0,0
229,229,1,0,0,5,18,5,106,17,6,12,950,18,90000950,90000522,90000527,1,0,4,0,1,1,25,0,1115,0,522,0,0,470,333,0,0,0,0,0,0,1,1,2016,1,10,3,36486,19,527,0,1,0,0,0,1
230,230,2,1,0,0,21,0,64,11,7,16,951,18,90000951,90000521,90000510,0,2,3,0,0,1,22,0,1115,2,521,0,0,459,343,0,0,0,0,0,0,1,2,2016,1,5,1,36514,15,510,0,3,0,1,2,1
231,231,3,1,2,12,39,0,107,26,16,7,951,18,90000951,90000510,90000521,0,1,0,1,1,2,18,0,1115,2,510,0,0,554,440,0,0,1,0,0,0,1,2,2016,1,12,3,36515,7,521,0,0,0,1,1,2
232,232,4,0,3,4,16,0,49,16,10,12,952,18,90000952,90000514,90000519,0,1,2,1,0,0,15,0,1115,4,514,0,0,379,260,0,0,0,0,0,0,1,1,2016,1,10,1,36544,14,519,0,2,0,1,1,0
233,233,5,2,5,3,29,4,120,22,10,10,952,18,90000952,90000519,90000514,1,0,1,0,1,1,20,0,1115,1,519,0,0,520,375,0,0,0,0,0,0,1,1,2016,1,14,3,36545,13,514,0,0,0,0,0,1
234,234,6,2,3,9,25,0,105,19,11,12,953,18,90000953,90000520,90000511,0,1,1,1,1,2,7,0,1115,2,520,0,0,743,649,0,0,0,0,0,0,1,1,2016,1,18,4,36574,14,511,0,1,0,1,1,2
235,235,7,0,2,7,29,0,68,16,12,11,953,18,90000953,90000511,90000520,0,2,2,0,0,1,20,0,1115,5,511,0,0,380,288,0,0,0,0,0,0,1,1,2016,1,7,2,36575,13,520,0,3,0,1,2,1
236,236,8,0,4,5,30,4,88,18,15,18,954,18,90000954,90000525,90000508,1,0,1,0,0,0,13,0,1115,3,525,0,0,394,290,0,0,0,0,0,0,1,0,2016,1,12,3,36603,16,508,0,1,0,0,0,0
237,237,9,0,4,4,22,4,85,16,18,15,954,18,90000954,90000508,90000525,1,0,3,0,0,0,18,0,1115,3,508,0,0,352,233,0,0,0,0,0,0,1,0,2016,1,15,1,36604,11,525,0,3,0,0,0,0
238,238,10,1,5,6,31,0,93,16,15,18,955,18,90000955,90000526,90000512,0,3,2,0,0,2,15,0,1115,1,526,0,0,481,346,0,0,0,0,0,0,1,3,2016,1,16,2,36633,12,512,0,2,0,1,3,2
239,239,11,2,1,3,24,0,113,18,18,15,955,18,90000955,90000512,90000526,0,2,0,0,1,3,11,0,1115,1,512,0,0,417,299,0,0,0,0,0,0,1,3,2016,1,12,5,36634,15,526,0,2,0,1,2,3
240,240,0,0,0,1,12,0,74,9,9,11,947,18,90000947,90000509,90000514,0,0,4,0,0,1,30,0,1115,2,509,0,0,303,180,0,0,1,0,0,0,1,2,2016,1,7,3,33597,28,514,0,4,1,0,0,1
241,241,1,2,6,12,56,0,139,13,10,10,947,18,90000947,90000514,90000509,0,1,2,1,1,2,18,0,1115,5,514,0,0,756,651,0,0,0,0,0,0,1,2,2016,1,27,6,33598,12,509,0,4,0,1,1,2
242,242,2,6,1,6,20,4,207,20,11,10,948,18,90000948,90000510,90000515,1,0,1,0,1,6,22,0,1115,1,510,0,0,715,608,0,0,0,0,0,0,1,0,2016,1,12,10,33627,19,515,0,1,0,0,0,3
243,243,3,0,1,0,14,0,45,15,10,11,948,18,90000948,90000515,90000510,0,6,3,0,0,0,38,0,1115,0,515,0,0,462,366,0,0,0,0,0,0,1,0,2016,1,6,1,33628,14,510,0,3,0,1,3,0
244,244,4,1,1,1,14,0,97,12,12,19,949,18,90000949,90000516,90000524,0,1,3,1,1,2,18,0,1115,1,516,0,0,635,521,0,0,1,0,0,0,1,1,2016,1,6,3,33656,30,524,0,3,0,1,1,2
