,Unnamed: 0,index,Assists,BlockedShots,CornersWon,Crosses,DefenderCleanSheets,FantasyPoints,FantasyPointsMondogoal,Fouled,Fouls,GameId,Games,GlobalGameId,GlobalOpponentId,GlobalTeamId,GoalkeeperCleanSheets,GoalkeeperGoalsAgainst,GoalkeeperSaves,GoalkeeperSingleGoalAgainst,GoalkeeperWins,Goals,Interceptions,LastManTackle,Minutes,Offsides,OpponentId,OpponentScore,OwnGoals,Passes,PassesCompleted,PenaltiesConceded,PenaltiesWon,PenaltyKickGoals,PenaltyKickMisses,PenaltyKickSaves,RedCards,RoundId,Score,Season,SeasonType,Shots,ShotsOnGoal,StatId,TacklesWon,TeamId,Touches,YellowCards,YellowRedCards,goal_against_label,GA_unique_label,goal_label
10,10,16,0,9,5,23,0,65,13,7,15,1068,18,90001068,90000520,90000512,0,4,1,0,0,1,20,0,1115,1,520,0,0,447,351,0,0,0,0,0,0,1,4,2016,1,18,4,65715,13,512,0,2,0,1,3,1
11,11,17,2,2,2,29,0,148,24,15,7,1068,18,90001068,90000512,90000520,0,1,3,1,1,4,19,0,1115,2,512,0,0,433,366,0,0,1,0,0,0,1,4,2016,1,20,5,65716,12,520,0,1,0,1,1,3
12,12,18,0,3,4,19,0,65,7,4,21,1060,18,90001060,90000523,90000516,0,1,0,1,0,1,25,0,1115,2,523,0,0,559,449,0,0,0,0,0,0,1,1,2016,1,20,5,65739,14,516,0,3,0,1,1,1
13,13,19,0,1,4,18,0,78,28,21,4,1060,18,90001060,90000516,90000523,0,1,4,1,0,1,28,0,1115,2,516,0,0,556,433,0,0,0,0,0,0,1,1,2016,1,4,1,65740,10,523,0,1,0,1,1,1
14,14,20,0,2,12,39,0,65,18,6,13,1065,18,90001065,90000513,90000519,0,3,5,0,0,0,14,0,1115,1,513,0,0,494,391,0,0,0,0,0,0,1,3,2016,1,11,2,65763,10,519,0,0,0,1,3,0
15,15,21,0,3,4,21,4,146,24,12,7,1065,18,90001065,90000519,90000513,1,0,2,0,1,3,25,0,1115,2,519,0,0,430,339,0,0,1,0,0,0,1,3,2016,1,16,9,65764,20,513,0,0,0,0,0,3
16,16,22,1,1,5,14,0,64,18,12,15,1066,18,90001066,90000526,90000515,0,1,1,1,0,1,13,0,1115,0,526,0,0,680,575,0,0,0,0,0,0,1,1,2016,1,7,3,65787,14,515,0,1,0,1,1,1
17,17,23,1,5,7,21,0,83,17,15,12,1066,18,90001066,90000515,90000526,0,1,2,1,0,1,22,0,1115,2,515,0,0,316,211,0,0,0,0,0,0,1,1,2016,1,14,1,65788,15,526,0,3,0,1,1,1
18,18,26,2,1,4,19,0,92,24,14,11,1069,18,90001069,90000525,90000522,0,2,4,0,0,2,7,1,1115,4,525,0,0,367,251,0,0,0,0,0,0,1,2,2016,1,6,4,65833,13,522,0,0,0,1,2,2
19,19,27,1,4,9,30,0,106,18,9,12,1069,18,90001069,90000522,90000525,0,2,2,0,0,2,25,0,1115,1,522,0,0,427,330,0,0,1,0,0,0,1,2,2016,1,23,6,65834,10,525,0,1,0,1,2,2
20,20,0,0,6,5,20,0,75,26,16,9,1057,18,90001057,90000522,90000513,0,0,4,0,0,0,10,0,1115,1,522,0,0,664,551,0,0,0,0,0,0,1,3,2016,1,19,6,62971,14,513,0,0,0,0,0,0
21,21,1,1,3,5,19,5,141,15,6,16,1057,18,90001057,90000513,90000522,1,0,6,0,1,3,19,0,1115,2,513,0,0,395,293,0,0,0,0,0,0,1,3,2016,1,15,9,62972,13,522,0,1,0,0,0,3
22,22,2,1,3,2,15,0,94,13,9,13,1058,18,90001058,90000519,90000525,0,4,3,0,0,2,21,0,1115,3,519,0,1,442,323,0,0,0,0,0,0,1,4,2016,1,13,7,62995,25,525,0,3,0,1,3,2
23,23,3,2,6,7,23,0,129,19,12,9,1058,18,90001058,90000525,90000519,0,2,5,0,1,3,27,0,1115,5,525,0,0,556,441,0,0,0,0,0,0,1,4,2016,1,20,6,62996,6,519,0,2,0,1,2,3
24,24,6,1,3,3,9,0,95,19,12,13,1059,18,90001059,90000515,90000511,0,1,7,1,0,1,11,0,1115,2,515,0,0,502,409,0,0,0,0,0,0,1,1,2016,1,14,7,63044,24,511,0,1,0,1,1,1
25,25,7,0,10,7,22,0,114,15,11,12,1059,18,90001059,90000511,90000515,0,1,6,1,0,1,19,1,1115,1,511,0,0,615,529,0,0,0,0,0,0,1,1,2016,1,31,10,63045,23,515,0,3,0,1,1,1
26,26,2,2,0,2,13,0,71,8,6,20,1056,18,90001056,90000527,90000517,0,3,2,0,0,2,15,0,1115,2,527,0,0,534,406,0,0,0,0,0,0,1,3,2016,1,3,2,62942,22,517,0,3,0,1,3,2
27,27,3,3,2,6,23,0,145,26,19,6,1056,18,90001056,90000517,90000527,0,2,0,0,1,3,28,0,1115,1,517,0,0,367,255,0,0,0,0,0,0,1,3,2016,1,22,6,62943,14,527,0,1,0,1,2,3
28,28,8,1,3,2,12,0,94,11,7,16,1053,18,90001053,90000524,90000520,0,1,5,1,1,2,22,0,1115,4,524,0,0,278,188,0,0,0,0,0,0,1,1,2016,1,11,2,61780,22,520,0,3,0,1,1,2
29,29,9,1,5,11,28,0,101,26,18,9,1053,18,90001053,90000520,90000524,0,2,0,0,0,1,12,0,1115,1,520,0,0,663,565,0,0,0,0,0,0,1,1,2016,1,22,6,61781,18,524,0,0,0,1,2,1
30,30,38,0,3,9,25,0,70,15,11,16,1054,18,90001054,90000515,90000525,0,2,3,0,0,0,23,0,1115,1,515,0,0,302,209,0,0,0,0,0,0,1,2,2016,1,15,3,62225,18,525,0,2,0,1,2,0
31,31,39,2,6,9,22,4,147,22,15,11,1054,18,90001054,90000525,90000515,1,0,3,0,1,2,11,2,1115,2,525,0,0,628,538,0,0,0,0,0,0,1,2,2016,1,21,5,62226,21,515,0,1,0,0,0,2
32,32,40,3,1,2,14,0,106,23,18,11,1055,18,90001055,90000516,90000509,0,2,1,0,0,2,33,0,1115,3,516,0,0,431,311,0,0,0,0,0,0,1,2,2016,1,5,2,62255,19,509,0,1,0,1,2,2
33,33,41,1,2,7,28,0,92,13,10,18,1055,18,90001055,90000509,90000516,0,2,0,0,0,2,19,0,1115,3,509,0,0,569,440,0,0,0,0,0,0,1,2,2016,1,15,3,62256,20,516,0,2,0,1,2,2
34,34,2,1,7,6,22,3,113,22,12,11,1046,17,90001046,90000519,90000517,1,0,2,0,1,1,12,0,1115,1,519,0,0,652,530,0,0,0,0,0,0,1,0,2016,1,16,2,60885,20,517,0,0,0,0,0,1
35,35,3,0,3,1,27,0,56,18,9,12,1046,18,90001046,90000517,90000519,0,1,1,1,0,0,23,0,1115,0,517,0,0,306,191,0,0,0,0,0,0,1,0,2016,1,9,2,60886,12,519,0,1,0,1,1,0
36,36,4,0,1,5,41,3,84,16,9,15,1047,18,90001047,90000510,90000518,1,0,0,0,0,0,18,0,1115,1,510,0,0,512,426,0,0,0,0,0,0,1,0,2016,1,10,3,60912,15,518,0,1,0,0,0,0
37,37,5,0,0,0,14,4,80,22,14,9,1047,18,90001047,90000518,90000510,1,0,3,0,0,0,24,0,1115,1,518,0,0,460,360,0,0,0,0,0,0,1,0,2016,1,2,0,60913,20,510,0,1,0,0,0,0
38,38,6,1,1,3,9,0,69,16,12,10,1048,18,90001048,90000522,90000511,0,3,1,0,0,2,5,0,1115,1,522,0,0,734,631,0,0,0,0,0,0,1,3,2016,1,10,9,60942,13,511,0,2,1,1,3,2
39,39,7,1,7,3,18,0,116,12,10,12,1048,18,90001048,90000511,90000522,0,2,6,0,1,3,28,0,1115,6,511,0,0,323,224,0,0,0,0,0,0,1,3,2016,1,15,4,60943,15,522,0,4,0,1,2,3
40,40,8,4,3,3,22,0,160,23,11,9,1049,18,90001049,90000527,90000523,0,1,7,1,1,4,18,0,1115,2,527,0,1,459,369,0,0,0,0,0,0,1,1,2016,1,14,6,60972,14,523,0,0,0,1,1,3
41,41,9,0,11,14,40,0,78,13,7,12,1049,18,90001049,90000523,90000527,0,4,2,0,0,0,19,0,1115,3,523,0,0,481,395,0,0,0,0,0,0,1,1,2016,1,28,7,60973,10,527,0,3,0,1,3,0
42,42,10,1,2,3,12,0,61,9,9,20,1050,18,90001050,90000512,90000521,0,2,2,0,0,1,18,1,1115,3,512,0,0,330,228,0,0,0,0,0,0,1,2,2016,1,13,3,61002,14,521,0,3,0,1,2,1
43,43,11,1,7,4,31,0,118,23,20,9,1050,18,90001050,90000521,90000512,0,1,2,1,1,2,27,0,1115,1,521,0,0,439,332,0,0,0,0,0,0,1,2,2016,1,19,4,61003,7,512,0,2,0,1,1,2
44,44,12,1,2,3,20,0,88,17,4,9,1051,18,90001051,90000508,90000526,0,1,3,1,0,1,25,0,1115,3,508,0,0,281,199,0,0,0,1,0,0,1,1,2016,1,13,4,61031,27,526,0,1,0,1,1,1
45,45,13,0,2,5,21,0,85,19,9,5,1051,18,90001051,90000526,90000508,0,1,4,1,0,1,2,0,1115,1,526,0,0,637,538,0,0,0,0,1,0,1,1,2016,1,13,4,61032,25,508,0,2,0,1,1,1
46,46,32,1,1,4,22,0,73,11,4,13,1052,18,90001052,90000514,90000513,0,3,5,0,0,1,15,1,1115,1,514,0,0,568,464,0,0,0,0,0,0,1,3,2016,1,10,5,61329,18,513,0,3,0,1,3,1
47,47,33,1,11,13,33,0,152,26,13,4,1052,18,90001052,90000513,90000514,0,1,4,1,1,3,19,0,1115,2,513,0,0,382,297,0,0,1,1,0,0,1,3,2016,1,37,9,61330,12,514,0,0,0,1,1,3
48,48,0,2,6,9,22,0,93,-4,9,22,1045,18,90001045,90000511,90000524,0,0,3,0,0,2,19,0,1115,0,511,0,0,459,368,0,0,0,0,0,0,1,2,2016,1,18,5,56846,22,524,0,10,0,0,0,2
49,49,1,2,3,7,22,0,115,21,22,10,1045,18,90001045,90000524,90000511,0,2,3,0,0,2,14,0,1115,3,524,0,0,412,318,0,0,0,0,0,0,1,2,2016,1,14,5,56847,20,511,0,3,0,1,2,2
50,50,0,1,5,7,19,0,79,12,13,14,1042,17,90001042,90000523,90000515,0,0,6,0,0,1,11,0,1115,0,523,0,0,600,511,0,0,0,0,0,0,1,3,2016,1,12,3,56138,19,515,0,3,1,0,0,1
51,51,1,1,5,4,22,0,129,17,13,13,1042,18,90001042,90000515,90000523,0,1,2,1,1,3,22,0,1115,1,515,0,0,541,457,0,0,0,0,0,0,1,3,2016,1,20,10,56139,19,523,0,2,0,1,1,3
52,52,2,1,4,5,16,0,108,20,16,11,1043,18,90001043,90000517,90000514,0,1,5,1,0,1,36,0,1115,0,517,0,0,279,173,0,0,0,0,0,0,1,1,2016,1,15,3,56168,23,514,0,1,1,1,1,1
53,53,3,1,9,6,40,0,97,12,11,18,1043,18,90001043,90000514,90000517,0,1,2,1,0,1,13,0,1115,1,514,0,0,667,562,0,0,0,0,0,0,1,1,2016,1,23,6,56169,12,517,0,3,0,1,1,1
54,54,4,1,0,2,15,0,90,21,13,10,1044,18,90001044,90000520,90000516,0,4,3,0,0,2,22,0,1115,0,520,0,0,649,547,0,0,0,0,0,0,1,4,2016,1,6,5,56197,21,516,0,1,0,1,3,2
55,55,5,2,2,10,21,0,145,15,9,13,1044,18,90001044,90000516,90000520,0,2,3,0,1,4,28,0,1115,3,516,0,0,432,333,0,0,0,0,0,0,1,4,2016,1,15,7,56198,25,520,0,2,0,1,2,3
56,56,0,0,1,9,28,0,70,21,11,13,1036,18,90001036,90000518,90000512,0,0,3,1,0,0,23,1,1115,1,518,0,0,449,325,0,0,0,1,0,0,1,1,2016,1,10,3,55134,20,512,0,0,0,0,0,0
57,57,1,0,3,4,20,3,112,18,13,12,1036,18,90001036,90000512,90000518,1,0,3,0,1,1,15,1,1115,0,512,0,0,444,311,0,0,0,0,1,0,1,1,2016,1,11,4,55135,27,518,0,2,0,0,0,1
58,58,2,0,4,9,27,0,78,17,14,14,1037,18,90001037,90000521,90000522,0,1,2,1,0,1,10,0,1115,1,521,0,0,344,219,0,0,1,0,0,0,1,1,2016,1,15,5,55164,14,522,0,2,0,1,1,1
59,59,3,1,2,2,15,0,81,17,14,14,1037,18,90001037,90000522,90000521,0,1,4,1,0,1,21,0,1115,1,522,0,0,415,297,0,0,0,0,0,0,1,1,2016,1,12,3,55165,14,521,0,2,0,1,1,1
60,60,4,1,7,5,23,0,80,19,3,9,1038,18,90001038,90000513,90000508,0,2,3,0,0,1,19,0,1115,1,513,0,0,512,415,0,0,0,0,0,0,1,2,2016,1,18,2,55194,13,508,0,0,0,1,2,1
61,61,5,2,3,3,13,0,98,22,9,4,1038,18,90001038,90000508,90000513,0,1,1,1,1,2,11,0,1115,1,508,0,0,685,562,0,0,0,0,0,0,1,2,2016,1,13,5,55195,16,513,0,1,0,1,1,2
62,62,6,3,2,6,22,4,157,25,14,7,1039,18,90001039,90000526,90000527,1,0,3,0,1,3,27,0,1115,1,526,0,0,556,441,0,0,0,0,0,0,1,0,2016,1,9,4,55224,16,527,0,0,0,0,0,3
63,63,7,0,3,9,25,0,59,17,6,15,1039,18,90001039,90000527,90000526,0,3,1,0,0,0,19,0,1115,3,527,0,0,374,251,0,0,0,0,0,0,1,0,2016,1,16,5,55225,13,526,0,0,0,1,3,0
64,64,8,2,1,4,12,0,85,12,15,11,1040,18,90001040,90000525,90000510,0,3,2,0,0,2,28,0,1115,3,525,0,0,374,276,0,0,0,0,0,1,1,3,2016,1,7,2,55252,16,510,0,3,0,1,3,2
65,65,9,1,5,9,40,0,116,15,10,15,1040,18,90001040,90000510,90000525,0,2,0,0,1,3,12,0,1115,1,510,0,0,662,563,0,0,0,0,0,0,1,3,2016,1,20,6,55253,12,525,0,2,0,1,2,3
66,66,10,0,3,3,23,0,70,22,9,7,1041,18,90001041,90000509,90000519,0,1,2,1,0,0,18,0,1115,2,509,0,0,343,226,0,0,0,0,0,0,1,1,2016,1,13,3,55282,19,519,0,0,0,1,1,0
67,67,11,1,5,7,23,3,106,19,7,9,1041,18,90001041,90000519,90000509,1,0,3,0,1,1,14,0,1115,3,519,0,0,785,668,0,0,0,0,0,0,1,1,2016,1,15,3,55283,14,509,0,1,0,0,0,1
68,68,0,1,5,7,27,0,86,17,9,14,1035,18,90001035,90000524,90000526,0,0,2,1,0,1,11,0,1115,1,524,0,1,293,201,0,0,0,0,0,0,1,1,2016,1,18,3,204,19,526,0,1,0,0,0,1
69,69,1,0,9,10,21,0,72,24,12,9,1035,18,90001035,90000526,90000524,0,1,2,1,0,0,11,0,1115,1,526,0,0,605,515,0,0,0,0,0,0,1,1,2016,1,20,2,205,18,524,0,0,0,1,1,0
70,70,0,0,9,7,25,4,90,13,10,9,1033,18,90001033,90000522,90000509,1,0,3,0,0,0,20,0,1115,4,522,0,0,742,619,0,0,0,0,0,0,1,0,2016,1,22,7,54036,5,509,0,4,0,0,0,0
71,71,1,0,3,7,21,5,90,16,9,11,1033,18,90001033,90000509,90000522,1,0,6,0,0,0,22,0,1115,5,509,0,0,302,189,0,0,0,0,0,0,1,0,2016,1,13,3,54037,10,522,0,2,0,0,0,0
72,72,2,0,4,6,27,0,80,20,16,11,1034,18,90001034,90000514,90000523,0,4,5,0,0,0,25,0,1115,1,514,0,0,702,586,0,0,0,0,0,0,1,4,2016,1,10,1,54066,25,523,0,2,0,1,3,0
73,73,3,3,3,4,14,5,181,17,11,16,1034,18,90001034,90000523,90000514,1,0,1,0,1,4,37,0,1115,3,523,0,0,441,325,0,0,0,0,0,0,1,4,2016,1,20,10,54067,24,514,0,1,0,0,0,3
74,74,0,0,1,4,13,0,42,21,7,9,1029,18,90001029,90000516,90000521,0,0,2,0,0,0,16,0,1115,2,516,0,0,502,418,0,0,0,0,0,0,1,4,2016,1,15,2,53236,15,521,0,0,0,0,0,0
75,75,1,3,2,10,14,4,150,22,9,9,1029,18,90001029,90000521,90000516,1,0,2,0,1,4,14,0,1115,1,521,0,0,564,464,0,0,1,0,0,0,1,4,2016,1,12,6,53237,13,516,0,0,0,0,0,3
76,76,2,3,4,12,34,0,164,21,7,10,1030,18,90001030,90000510,90000520,0,2,4,0,1,4,25,0,1115,4,510,0,0,604,502,0,0,0,0,0,0,1,2,2016,1,19,7,53265,20,520,0,0,0,1,2,3
77,77,3,1,2,6,25,0,105,18,10,9,1030,18,90001030,90000520,90000510,0,4,3,0,0,2,22,0,1115,0,520,0,0,435,334,0,0,0,0,0,0,1,2,2016,1,18,7,53266,19,510,0,2,0,1,3,2
78,78,4,2,0,4,16,0,98,15,9,19,1031,18,90001031,90000515,90000518,0,2,2,0,0,2,27,1,1115,1,515,0,0,333,209,0,0,0,0,0,0,1,2,2016,1,6,3,53295,28,518,0,1,0,1,2,2
79,79,5,2,6,5,22,0,113,24,18,9,1031,18,90001031,90000518,90000515,0,2,1,0,0,2,16,0,1115,3,518,0,0,686,544,0,0,0,0,0,0,1,2,2016,1,14,4,53296,23,515,0,1,0,1,2,2
80,80,6,2,9,7,13,0,139,25,11,4,1032,18,90001032,90000508,90000511,0,1,3,1,1,4,12,0,1115,3,508,0,0,631,533,0,0,0,0,0,0,1,1,2016,1,18,4,53323,22,511,0,0,0,1,1,3
81,81,7,1,3,11,29,0,70,16,4,12,1032,18,90001032,90000511,90000508,0,4,0,0,0,1,15,0,1115,0,511,0,0,502,410,0,0,0,0,0,0,1,1,2016,1,14,4,53324,15,508,0,1,0,1,3,1
82,82,0,0,3,6,22,0,58,19,14,15,1028,18,90001028,90000509,90000526,0,0,4,0,0,0,15,0,1115,0,509,0,0,308,209,0,0,0,0,0,0,1,2,2016,1,9,1,52969,13,526,0,1,0,0,0,0
83,83,1,1,3,2,12,4,119,22,15,15,1028,18,90001028,90000526,90000509,1,0,1,0,1,2,21,0,1115,3,526,0,0,814,722,0,0,0,0,0,0,1,2,2016,1,18,7,52970,9,509,0,0,0,0,0,2
84,84,0,1,1,2,16,0,64,9,12,19,1025,18,90001025,90000527,90000525,0,0,4,0,0,1,16,0,1115,2,527,0,0,493,387,0,0,0,1,0,0,1,3,2016,1,7,4,52317,20,525,0,3,1,0,0,1
85,85,1,1,5,4,16,0,143,25,19,12,1025,18,90001025,90000525,90000527,0,1,3,1,1,3,34,0,1115,2,525,0,0,423,330,0,0,2,0,1,0,1,3,2016,1,20,7,52318,18,527,0,0,0,1,1,3
86,86,2,0,1,1,4,0,42,12,9,12,1026,18,90001026,90000515,90000513,0,4,10,0,0,0,19,0,1115,1,515,0,0,350,225,0,0,0,0,0,1,1,4,2016,1,3,0,52347,16,513,0,1,0,1,3,0
87,87,3,4,11,10,37,4,215,21,11,9,1026,18,90001026,90000513,90000515,1,0,0,0,1,4,20,1,1115,2,513,0,0,670,578,0,0,0,0,0,0,1,4,2016,1,41,14,52348,19,515,0,1,0,0,0,3
88,88,4,0,4,2,10,0,75,20,13,7,1027,18,90001027,90000517,90000512,0,2,10,0,0,0,34,0,1115,1,517,0,1,361,278,0,0,0,0,0,0,1,2,2016,1,5,0,52377,22,512,0,2,0,1,2,0
89,89,5,0,3,11,20,2,107,16,7,14,1027,18,90001027,90000512,90000517,1,0,0,0,1,1,11,0,1115,3,512,0,0,713,634,0,0,0,0,0,0,1,2,2016,1,18,11,52378,29,517,0,1,0,0,0,1
90,90,0,1,1,3,21,0,92,20,14,9,1024,18,90001024,90000518,90000516,0,0,2,1,0,1,19,0,1115,3,518,0,0,588,439,0,0,0,0,0,0,1,1,2016,1,10,5,52138,23,516,0,2,0,0,0,1
91,91,1,1,0,5,22,0,74,12,9,14,1024,18,90001024,90000516,90000518,0,1,4,1,0,1,22,0,1115,2,516,0,0,442,312,0,0,0,0,0,0,1,1,2016,1,5,3,52139,15,518,0,3,0,1,1,1
92,92,0,4,4,3,14,4,185,22,13,13,1023,18,90001023,90000521,90000524,1,0,2,0,1,4,18,0,1115,1,521,0,0,446,353,0,0,0,0,0,0,1,0,2016,1,25,6,52078,24,524,0,0,0,0,0,3
93,93,1,0,4,5,25,0,61,17,13,13,1023,18,90001023,90000524,90000521,0,4,2,0,0,0,13,0,1115,0,524,0,0,462,362,0,0,0,0,0,0,1,0,2016,1,13,2,52079,20,521,0,2,0,1,3,0
94,94,0,0,3,5,38,0,100,15,14,15,1020,18,90001020,90000514,90000527,0,0,0,0,0,2,30,0,1115,0,514,0,0,458,360,0,0,1,0,0,0,1,2,2016,1,21,4,51098,11,527,0,3,0,0,0,2
95,95,1,1,0,0,6,0,66,15,14,15,1020,18,90001020,90000527,90000514,0,2,2,0,0,2,11,0,1115,2,527,0,0,374,253,0,0,1,0,0,0,1,2,2016,1,6,2,51099,15,514,0,2,1,1,2,2
96,96,2,2,4,4,14,0,122,22,10,10,1021,18,90001021,90000508,90000515,0,1,3,1,1,2,20,0,1115,3,508,0,0,554,448,0,0,0,0,0,0,1,1,2016,1,21,6,51128,21,515,0,0,0,1,1,2
97,97,3,1,9,5,27,0,104,22,10,10,1021,18,90001021,90000515,90000508,0,2,4,0,0,1,22,0,1115,2,515,0,0,566,455,0,0,0,0,0,0,1,1,2016,1,20,5,51129,19,508,0,0,0,1,2,1
98,98,4,1,1,5,23,0,78,14,7,14,1022,18,90001022,90000509,90000512,0,1,5,1,0,1,15,0,1115,2,509,0,0,313,231,0,0,0,0,0,0,1,1,2016,1,7,3,51158,16,512,0,2,0,1,1,1
99,99,5,1,7,11,37,0,112,25,14,7,1022,18,90001022,90000512,90000509,0,1,2,1,0,1,10,1,1115,2,512,0,0,830,733,0,0,0,0,0,0,1,1,2016,1,23,6,51159,18,509,0,0,0,1,1,1
100,100,0,2,0,0,5,5,125,15,7,12,1014,18,90001014,90000519,90000522,1,0,6,0,1,3,10,0,1115,5,519,0,0,270,152,0,0,1,0,0,0,1,0,2016,1,9,3,50121,16,522,0,2,0,0,0,3
101,101,1,0,6,15,38,0,65,19,11,7,1014,18,90001014,90000522,90000519,0,3,0,0,0,0,6,1,1115,3,522,0,0,455,314,0,0,0,0,0,0,1,0,2016,1,21,7,50122,6,519,0,2,0,1,3,0
102,102,2,0,3,7,24,0,72,22,14,10,1015,18,90001015,90000518,90000523,0,3,4,0,0,0,19,0,1115,0,518,0,0,632,500,0,0,0,0,0,0,1,3,2016,1,12,1,50151,20,523,0,1,0,1,3,0
103,103,3,2,1,3,20,3,136,15,9,14,1015,18,90001015,90000523,90000518,1,0,1,0,1,3,21,0,1115,4,523,0,0,326,206,0,0,0,0,0,0,1,3,2016,1,13,7,50152,20,518,0,2,0,0,0,3
104,104,4,1,4,11,46,0,100,16,9,15,1016,18,90001016,90000513,90000520,0,1,1,1,0,1,16,0,1115,3,513,0,0,426,329,0,0,0,0,0,0,1,1,2016,1,19,4,50181,15,520,0,1,0,1,1,1
105,105,5,0,3,3,11,0,60,22,14,9,1016,18,90001016,90000520,90000513,0,1,3,1,0,1,12,0,1115,0,520,0,0,441,342,0,0,0,0,0,0,1,1,2016,1,7,2,50182,11,513,0,1,0,1,1,1
106,106,6,1,3,3,7,4,100,12,12,19,1017,18,90001017,90000526,90000525,1,0,4,0,1,1,19,0,1115,0,526,0,0,393,258,0,0,0,0,1,0,1,0,2016,1,12,4,50210,14,525,0,3,0,0,0,1
107,107,7,0,5,10,49,0,94,25,19,12,1017,18,90001017,90000525,90000526,0,1,3,1,0,0,22,0,1115,1,525,0,0,479,357,0,0,0,1,0,0,1,0,2016,1,19,4,50211,10,526,0,0,0,1,1,0
108,108,8,0,2,3,15,0,54,18,10,12,1018,18,90001018,90000517,90000510,0,1,3,1,0,0,18,0,1115,0,517,0,0,331,253,0,0,0,0,0,0,1,1,2016,1,7,1,50238,18,510,0,1,0,1,1,0
109,109,9,1,2,15,28,2,103,22,11,10,1018,18,90001018,90000510,90000517,1,0,1,0,1,1,12,0,1115,4,510,0,0,654,560,0,0,0,0,0,0,1,1,2016,1,14,4,50239,12,517,0,0,0,0,0,1
110,110,10,1,2,3,11,4,130,13,12,16,1019,18,90001019,90000511,90000516,1,0,3,0,1,3,28,0,1115,1,511,0,0,573,480,0,0,1,0,0,0,1,0,2016,1,12,9,50268,15,516,0,3,0,0,0,3
111,111,11,0,4,12,30,0,61,13,16,13,1019,18,90001019,90000516,90000511,0,6,4,0,0,0,9,1,1115,5,516,0,0,596,489,0,0,0,0,0,1,1,0,2016,1,12,4,50269,18,511,0,2,0,1,3,0
112,112,0,0,2,7,20,3,85,14,7,10,1013,18,90001013,90000512,90000513,1,0,7,0,0,0,15,0,1115,0,512,0,0,449,342,0,0,0,0,0,0,1,0,2016,1,10,5,49853,16,513,0,2,1,0,0,0
113,113,1,0,3,11,45,4,133,24,11,7,1013,18,90001013,90000513,90000512,1,0,5,0,0,0,16,0,1115,0,513,0,0,574,475,0,0,0,0,0,0,1,0,2016,1,21,7,49854,23,512,0,0,0,0,0,0
114,114,0,2,2,7,27,4,146,20,10,10,1010,18,90001010,90000522,90000514,1,0,1,0,1,2,20,0,1115,1,522,0,0,459,325,0,0,0,0,0,0,1,0,2016,1,19,7,48844,22,514,0,1,0,0,0,2
115,115,1,0,6,1,9,0,73,20,10,10,1010,18,90001010,90000514,90000522,0,2,5,0,0,0,19,0,1115,2,514,0,0,382,258,0,0,0,0,0,0,1,0,2016,1,16,1,48845,29,522,0,1,0,1,2,0
116,116,2,1,2,3,23,0,76,16,13,15,1011,18,90001011,90000515,90000521,0,4,2,0,0,1,16,0,1115,3,515,0,0,483,382,0,0,0,0,0,0,1,4,2016,1,12,3,48874,19,521,0,2,0,1,3,1
117,117,3,3,4,6,20,0,144,22,15,15,1011,18,90001011,90000521,90000515,0,1,2,1,1,4,13,0,1115,1,521,0,0,546,446,0,0,0,0,0,0,1,4,2016,1,15,6,48875,19,515,0,0,0,1,1,3
118,118,4,0,3,7,19,0,63,15,10,11,1012,18,90001012,90000524,90000517,0,3,7,0,0,0,20,0,1115,3,524,0,0,498,360,0,0,0,0,0,0,1,3,2016,1,5,1,48904,23,517,0,3,0,1,3,0
119,119,5,3,1,2,13,4,157,15,11,11,1012,18,90001012,90000517,90000524,1,0,1,0,1,3,24,0,1115,3,517,0,0,445,316,0,0,0,0,0,0,1,3,2016,1,18,9,48905,25,524,0,3,0,0,0,3
120,120,0,2,2,4,23,0,122,24,12,9,1003,18,90001003,90000527,90000509,0,0,4,0,0,3,16,0,1115,1,527,0,0,637,542,0,0,0,0,0,0,1,3,2016,1,12,6,47802,19,509,0,0,0,0,0,3
121,121,1,2,5,7,29,0,123,16,9,12,1003,18,90001003,90000509,90000527,0,3,2,0,0,3,21,0,1115,2,509,0,0,400,311,0,0,0,0,0,0,1,3,2016,1,21,7,47803,16,527,0,2,0,1,3,3
122,122,2,1,3,9,20,0,98,18,14,12,1004,18,90001004,90000510,90000508,0,1,0,1,1,2,24,0,1115,1,510,0,0,617,509,0,0,0,0,0,0,1,1,2016,1,13,3,47832,15,508,0,2,0,1,1,2
123,123,3,1,0,3,22,0,70,16,11,14,1004,18,90001004,90000508,90000510,0,2,1,0,0,1,13,0,1115,2,508,0,0,429,321,0,0,0,0,0,0,1,1,2016,1,6,1,47833,22,510,0,2,0,1,2,1
124,124,4,0,3,10,31,0,68,13,15,14,1005,18,90001005,90000523,90000511,0,1,5,1,0,0,10,0,1115,3,523,0,0,694,580,0,0,0,0,0,0,1,1,2016,1,9,2,47862,18,511,0,4,0,1,1,0
125,125,5,0,3,1,19,4,114,8,12,16,1005,18,90001005,90000511,90000523,1,0,2,0,1,1,38,0,1115,1,511,0,0,454,347,0,0,0,0,0,0,1,1,2016,1,13,6,47863,24,523,0,5,0,0,0,1
126,126,6,1,1,2,22,0,80,22,7,7,1006,18,90001006,90000520,90000518,0,3,3,0,0,1,22,0,1115,1,520,0,0,480,373,0,0,0,0,0,0,1,3,2016,1,5,3,47892,21,518,0,0,0,1,3,1
