,Unnamed: 0,index,Assists,BlockedShots,CornersWon,Crosses,DefenderCleanSheets,FantasyPoints,FantasyPointsDraftKings,FantasyPointsMondogoal,Fouled,Fouls,GameId,Games,GlobalGameId,GlobalOpponentId,GlobalTeamId,GoalkeeperCleanSheets,GoalkeeperGoalsAgainst,GoalkeeperSaves,GoalkeeperSingleGoalAgainst,GoalkeeperWins,Goals,Interceptions,LastManTackle,Minutes,Offsides,OpponentId,OwnGoals,Passes,PassesCompleted,PenaltiesConceded,PenaltiesWon,PenaltyKickGoals,PenaltyKickMisses,PenaltyKickSaves,RedCards,RoundId,Score,Season,SeasonType,Shots,ShotsOnGoal,StatId,TacklesWon,TeamId,Touches,YellowCards,YellowRedCards,goal_against_label,GA_unique_label,goal_label
182,182,30,0,2,1,9,4,61,61,15,15,15,5658,14,90005658,90000517,90000526,1,0,3,0,0,0,15,0,1115,0,517,0,294,180,0,0,0,0,0,0,73,0,2017,1,3,1,453979,13,526,498,3,0,0,0,0
183,183,31,0,7,6,37,2,88,88,14,14,16,5658,12,90005658,90000526,90000517,1,0,1,0,0,0,11,0,1115,0,526,0,858,755,0,0,0,0,0,0,73,0,2017,1,20,3,453980,15,517,1079,3,0,0,0,0
184,184,32,0,3,4,28,0,62,62,11,7,12,5659,14,90005659,90000514,90000521,0,2,9,0,0,0,16,0,1115,4,514,0,470,348,0,0,0,0,0,0,73,0,2017,1,11,2,454017,11,521,749,4,0,1,2,0
185,185,33,2,6,11,22,5,148,148,21,12,9,5659,14,90005659,90000521,90000514,1,0,2,0,1,2,21,0,1115,1,521,0,441,313,0,0,0,0,0,0,73,2,2017,1,25,11,454018,9,514,686,1,0,0,0,2
186,186,34,1,6,7,15,5,124,124,24,10,6,5660,14,90005660,90000857,90000524,1,0,2,0,1,2,10,0,1115,1,857,0,644,527,0,0,0,0,0,0,73,2,2017,1,21,7,454055,9,524,888,0,0,0,0,2
187,187,35,0,5,3,27,0,69,69,16,6,10,5660,14,90005660,90000524,90000857,0,2,5,0,0,0,11,0,1115,5,524,0,391,277,0,0,0,0,0,0,73,0,2017,1,14,2,454056,21,857,609,2,0,1,2,0
188,188,36,0,6,10,29,0,71,71,18,14,9,5662,13,90005662,90000525,90000522,0,1,10,1,0,0,5,0,1115,0,525,0,339,236,0,0,0,0,0,0,73,0,2017,1,12,3,454093,7,522,557,3,0,1,1,0
189,189,37,1,9,14,46,3,144,144,17,9,14,5662,14,90005662,90000522,90000525,1,0,3,0,1,1,18,0,1115,1,522,0,429,353,0,0,0,0,0,0,73,1,2017,1,25,11,454094,16,525,683,1,0,0,0,1
190,190,38,1,1,5,33,0,89,89,21,16,10,5663,13,90005663,90000972,90000527,0,2,1,0,0,1,16,0,1115,1,972,0,515,405,0,0,0,0,0,0,73,1,2017,1,14,4,454131,12,527,773,2,0,1,2,1
191,191,39,2,1,5,18,0,87,87,12,9,19,5663,14,90005663,90000527,90000972,0,1,3,1,1,2,6,0,1115,2,527,0,431,290,0,0,0,0,0,0,73,2,2017,1,7,3,454132,16,972,624,2,0,1,1,2
192,192,56,0,2,3,13,4,80,80,25,15,10,5661,13,90005661,90000520,90000508,1,0,4,0,0,0,13,0,1115,1,520,0,388,294,0,1,0,1,0,0,73,0,2017,1,13,3,454492,13,508,596,0,0,0,0,0
193,193,57,0,2,6,18,4,73,73,16,9,15,5661,14,90005661,90000508,90000520,1,0,2,0,0,0,15,0,1115,4,508,0,622,517,1,0,0,0,0,0,73,0,2017,1,15,4,454493,9,520,821,1,0,0,0,0
194,194,30,2,4,3,10,0,113,113,20,10,9,5650,13,90005650,90000973,90000517,0,1,2,1,1,3,18,1,1115,1,973,0,365,267,0,0,0,0,0,0,73,3,2017,1,15,6,438961,14,517,569,1,0,1,1,3
195,195,31,0,3,9,42,0,80,80,19,9,10,5650,13,90005650,90000517,90000973,0,3,3,0,0,1,13,0,1115,0,517,0,625,518,0,0,0,0,0,0,73,1,2017,1,11,3,438962,13,973,818,1,0,1,3,1
196,196,42,1,1,1,14,0,69,69,15,13,14,5647,14,90005647,90000524,90000520,0,2,4,0,0,1,13,0,1115,7,524,0,495,370,1,0,0,0,0,0,73,1,2017,1,9,3,439216,15,520,739,3,0,1,2,1
197,197,43,1,4,5,11,0,85,85,15,14,14,5647,14,90005647,90000520,90000524,0,1,2,1,1,2,13,0,1115,2,520,0,517,385,0,1,1,0,0,0,73,2,2017,1,13,6,439217,10,524,730,3,0,1,1,2
198,198,62,0,4,9,21,0,86,86,19,15,7,5645,13,90005645,90000516,90000515,0,1,2,1,0,1,14,0,1115,2,516,0,431,335,0,1,1,0,0,0,73,1,2017,1,14,4,439641,23,515,673,3,0,1,1,1
199,199,63,1,2,10,25,0,81,81,11,6,15,5645,13,90005645,90000515,90000516,0,1,3,1,0,1,19,0,1115,6,515,0,633,551,1,0,0,0,0,0,73,1,2017,1,14,3,439642,18,516,898,3,0,1,1,1
200,200,10,1,5,6,22,0,67,67,21,5,7,5649,14,90005649,90000526,90000509,0,3,4,1,0,1,10,0,1115,1,526,0,845,741,0,0,0,0,0,0,73,1,2017,1,12,2,433945,9,509,1027,0,0,1,3,1
201,201,11,2,1,4,15,0,112,112,21,7,5,5649,13,90005649,90000509,90000526,0,1,1,1,1,3,21,0,1115,2,509,0,246,146,0,0,0,0,0,0,73,3,2017,1,13,9,433946,11,526,438,1,0,1,1,3
202,202,26,0,6,6,24,4,93,93,23,14,7,5644,13,90005644,90000522,90000857,1,0,5,0,0,0,11,0,1115,1,522,0,428,305,0,0,0,0,0,0,73,0,2017,1,19,3,434244,6,857,662,1,0,0,0,0
203,203,27,0,2,3,23,4,81,81,12,9,15,5644,13,90005644,90000857,90000522,1,0,3,0,0,0,11,0,1115,0,857,0,323,206,0,0,0,0,0,0,73,0,2017,1,15,5,434245,14,522,541,3,0,0,0,0
204,204,28,0,9,12,12,0,101,101,20,16,12,5646,14,90005646,90000521,90000511,0,1,0,1,1,2,20,0,1115,3,521,0,589,495,1,0,0,0,0,0,73,2,2017,1,22,7,434268,18,511,835,2,0,1,1,2
205,205,29,0,2,5,15,0,54,54,4,10,18,5646,12,90005646,90000511,90000521,0,2,5,0,0,1,21,0,1114,3,511,0,331,219,0,1,1,0,0,0,73,1,2017,1,5,1,434269,15,521,539,5,1,1,2,1
206,206,30,0,2,9,28,0,54,54,17,10,7,5648,14,90005648,90000513,90000972,0,4,4,0,0,0,16,0,1095,0,513,0,480,355,0,0,0,0,0,1,73,0,2017,1,6,0,434292,15,972,687,0,0,1,3,0
207,207,31,3,2,5,18,3,149,149,16,7,11,5648,14,90005648,90000972,90000513,1,0,0,0,1,4,16,1,1115,5,972,0,511,413,0,0,0,0,0,0,73,4,2017,1,15,9,434293,16,513,756,2,0,0,0,3
208,208,32,3,2,5,12,0,116,116,17,11,15,5651,14,90005651,90000527,90000514,0,2,4,0,1,3,5,0,1115,0,527,0,396,261,0,0,0,0,0,0,73,3,2017,1,12,5,434330,20,514,595,1,0,1,2,3
209,209,33,1,5,6,38,0,122,122,24,15,12,5651,14,90005651,90000514,90000527,0,3,2,0,0,2,19,0,1115,2,514,0,538,444,0,0,0,0,0,0,73,2,2017,1,22,7,434331,16,527,796,0,0,1,3,2
210,210,34,0,0,2,11,0,29,29,13,9,16,5652,14,90005652,90000512,90000525,0,1,0,1,0,0,11,0,1115,1,512,1,437,307,0,0,0,0,0,0,73,0,2017,1,6,2,434368,11,525,636,2,0,1,1,0
211,211,35,0,2,3,23,4,83,83,25,15,9,5652,14,90005652,90000525,90000512,1,0,2,0,1,0,4,0,1115,1,525,0,321,214,0,0,0,0,0,0,73,1,2017,1,7,0,434369,14,512,556,0,0,0,0,0
212,212,46,0,4,4,33,0,69,69,18,11,10,5653,14,90005653,90000508,90000523,0,2,5,0,0,0,15,0,1115,1,508,1,537,422,0,0,0,0,0,0,73,0,2017,1,11,1,434646,14,523,763,2,0,1,2,0
213,213,47,1,2,2,18,4,109,109,21,10,11,5653,12,90005653,90000523,90000508,1,0,1,0,1,1,20,0,1115,2,523,0,504,402,0,0,0,0,0,0,73,2,2017,1,13,6,434647,15,508,733,0,0,0,0,1
214,214,44,1,2,1,15,0,73,73,16,15,19,5639,13,90005639,90000515,90000857,0,2,1,0,0,1,18,0,1115,3,515,0,342,215,0,0,0,0,0,0,73,1,2017,1,12,1,428644,20,857,570,2,0,1,2,1
215,215,45,1,5,12,23,0,81,81,20,18,13,5639,13,90005639,90000857,90000515,0,1,0,1,1,2,7,0,1115,4,857,0,635,476,0,0,0,0,0,0,73,2,2017,1,11,3,428645,4,515,825,2,0,1,1,2
216,216,22,2,4,6,25,0,122,122,18,18,16,5643,14,90005643,90000508,90000527,0,3,6,0,0,2,22,0,1115,0,508,0,378,290,2,0,0,0,1,0,73,2,2017,1,16,7,426634,14,527,625,2,0,1,3,2
217,217,23,1,4,5,22,0,111,111,10,16,22,5643,13,90005643,90000527,90000508,0,2,5,0,1,3,9,0,1115,0,527,0,400,303,0,2,0,2,0,0,73,3,2017,1,23,10,426635,15,508,650,4,0,1,2,3
218,218,24,0,1,5,18,0,37,37,15,9,13,5637,13,90005637,90000513,90000526,0,3,2,0,0,0,14,0,1103,0,513,0,384,270,0,0,0,0,0,0,73,0,2017,1,4,2,426672,13,526,564,2,0,1,3,0
219,219,25,2,5,4,15,2,128,128,21,12,10,5637,14,90005637,90000526,90000513,1,0,2,0,1,3,12,0,1115,0,526,0,675,551,0,0,0,0,0,0,73,3,2017,1,18,5,426673,11,513,872,1,0,0,0,3
220,220,26,1,3,7,21,0,84,84,24,15,7,5642,14,90005642,90000972,90000523,0,2,4,0,0,1,11,0,1115,3,972,0,427,317,0,0,0,0,0,0,73,1,2017,1,12,3,426728,14,523,632,1,0,1,2,1
221,221,27,2,5,2,19,0,94,94,10,5,15,5642,14,90005642,90000523,90000972,0,1,2,1,1,2,18,0,1115,7,523,0,424,329,0,0,0,0,0,0,73,2,2017,1,16,7,426729,10,972,626,3,0,1,1,2
222,222,2,0,1,1,9,5,60,60,12,6,13,5634,14,90005634,90000516,90000521,1,0,1,0,0,0,24,0,1115,1,516,0,376,260,0,0,0,0,0,0,73,0,2017,1,5,2,424927,13,521,597,3,0,0,0,0
223,223,3,0,4,9,22,4,89,89,21,12,9,5634,13,90005634,90000521,90000516,1,0,2,0,0,0,14,0,1115,1,521,0,705,579,0,0,0,0,0,0,73,0,2017,1,13,1,424928,20,516,939,1,0,0,0,0
224,224,8,1,2,4,11,0,79,79,20,9,9,5632,14,90005632,90000527,90000511,0,1,0,1,1,2,14,0,1115,1,527,0,596,502,0,0,0,0,0,0,73,2,2017,1,10,4,424735,13,511,804,1,0,1,1,2
225,225,9,1,3,6,36,0,87,87,22,9,9,5632,14,90005632,90000511,90000527,0,2,2,0,0,1,15,0,1115,1,511,0,628,524,0,0,0,0,0,0,73,1,2017,1,12,2,424736,15,527,840,0,0,1,2,1
226,226,32,2,3,2,15,0,90,90,15,10,15,5628,14,90005628,90000524,90000513,0,3,4,0,0,2,20,0,1115,4,524,0,498,373,0,0,0,0,0,0,73,2,2017,1,9,4,423074,18,513,710,2,0,1,3,2
227,227,33,3,9,7,20,0,130,130,22,15,11,5628,13,90005628,90000513,90000524,0,2,2,0,1,3,10,0,1115,2,513,0,510,409,0,0,0,0,0,0,73,3,2017,1,22,7,423075,11,524,751,1,0,1,2,3
228,228,56,1,2,4,15,4,131,131,25,12,5,5625,14,90005625,90000522,90000516,1,0,3,0,1,2,22,0,1115,3,522,0,806,722,0,0,0,0,0,0,73,2,2017,1,15,7,423592,14,516,1009,0,0,0,0,2
229,229,57,0,3,6,18,0,60,60,16,4,12,5625,13,90005625,90000516,90000522,0,2,5,0,0,0,20,0,1115,4,516,0,324,226,0,0,0,0,0,0,73,0,2017,1,12,3,423593,18,522,513,1,0,1,2,0
230,230,12,0,1,2,6,0,53,53,12,12,12,5630,14,90005630,90000517,90000508,0,1,6,1,0,1,15,0,1063,0,517,0,337,250,1,1,1,0,1,0,73,1,2017,1,3,1,418060,10,508,556,3,1,1,1,1
231,231,13,1,9,16,46,0,88,88,16,11,10,5630,14,90005630,90000508,90000517,0,1,0,1,0,1,11,0,1115,3,508,0,695,608,1,0,0,1,0,0,73,1,2017,1,22,7,418061,6,517,901,3,0,1,1,1
232,232,28,1,0,2,5,0,75,75,13,6,14,5626,14,90005626,90000523,90000857,0,3,5,0,0,2,20,0,1115,1,523,0,279,182,0,0,1,0,0,0,73,2,2017,1,6,4,418445,20,857,500,2,0,1,3,2
233,233,29,3,2,11,51,0,152,152,20,14,9,5626,13,90005626,90000857,90000523,0,2,2,0,1,3,4,0,1115,1,857,0,651,557,2,0,0,0,0,0,73,3,2017,1,25,11,418446,7,523,902,2,0,1,2,3
234,234,30,0,3,1,13,0,54,54,15,16,22,5627,14,90005627,90000521,90000973,0,2,5,0,0,0,14,0,1115,4,521,0,413,312,0,0,0,0,0,0,73,0,2017,1,9,2,418483,16,973,634,2,0,1,2,0
235,235,31,2,0,6,29,5,143,143,21,20,18,5627,14,90005627,90000973,90000521,1,0,2,0,1,2,11,0,1115,1,973,0,490,383,0,0,0,0,0,0,73,2,2017,1,14,9,418484,13,521,726,1,0,0,0,2
236,236,32,1,4,5,29,4,122,122,18,10,13,5629,14,90005629,90000526,90000512,1,0,1,0,1,2,22,0,1115,0,526,0,382,269,0,0,0,0,0,0,73,2,2017,1,11,4,418521,15,512,614,1,0,0,0,2
237,237,33,0,5,5,23,0,55,55,24,13,9,5629,14,90005629,90000512,90000526,0,2,1,0,0,0,12,0,1115,0,512,0,415,297,0,0,0,0,0,0,73,0,2017,1,12,1,418522,11,526,637,0,0,1,2,0
238,238,34,0,1,4,21,0,69,69,18,12,14,5631,13,90005631,90000514,90000972,0,3,3,0,0,1,21,0,1115,0,514,1,462,355,0,0,0,0,0,0,73,1,2017,1,11,4,418559,12,972,716,1,0,1,3,1
239,239,35,2,3,11,30,0,124,124,20,13,13,5631,13,90005631,90000972,90000514,0,1,3,1,1,2,12,0,1115,1,972,0,446,322,0,0,0,0,0,0,73,3,2017,1,19,5,418560,19,514,671,1,0,1,1,2
240,240,36,2,5,5,21,0,137,137,21,16,10,5633,14,90005633,90000525,90000520,0,3,1,0,1,4,12,0,1115,2,525,0,503,382,0,0,0,0,0,0,73,4,2017,1,22,12,418597,12,520,770,2,0,1,3,3
241,241,37,2,6,6,23,0,119,119,11,10,18,5633,13,90005633,90000520,90000525,0,4,7,0,0,3,16,0,1115,2,520,0,284,171,0,0,0,0,0,0,73,3,2017,1,18,4,418598,20,525,538,3,0,1,3,3
242,242,42,1,2,3,16,0,58,58,13,9,16,5624,14,90005624,90000515,90000509,0,3,4,0,0,1,12,0,1115,3,515,0,471,361,0,0,0,0,0,0,73,1,2017,1,7,3,418713,11,509,684,2,0,1,3,1
243,243,43,3,6,10,24,0,136,136,22,14,10,5624,12,90005624,90000509,90000515,0,1,2,1,1,3,12,0,1115,5,509,0,512,389,0,0,0,0,0,0,73,3,2017,1,20,7,418714,13,515,714,1,0,1,1,3
244,244,2,1,5,13,38,0,112,112,24,9,5,5619,14,90005619,90000514,90000515,0,3,4,0,0,1,15,0,1115,2,514,0,699,593,0,0,0,0,0,0,73,1,2017,1,20,9,413080,20,515,982,0,0,1,3,1
245,245,3,2,2,5,13,0,130,130,20,5,10,5619,13,90005619,90000515,90000514,0,1,6,1,1,3,18,0,1115,3,515,0,316,179,0,0,0,0,0,0,73,3,2017,1,14,7,413081,23,514,566,0,0,1,1,3
246,246,16,0,0,7,16,0,49,49,13,12,15,5616,14,90005616,90000524,90000521,0,4,5,0,0,0,13,0,1115,2,524,0,360,249,0,0,0,0,0,0,73,0,2017,1,5,3,406366,19,521,564,3,0,1,3,0
247,247,17,3,5,9,15,4,166,166,19,15,12,5616,14,90005616,90000521,90000524,1,0,3,0,1,4,9,0,1115,1,521,0,657,565,0,0,0,0,0,0,73,4,2017,1,23,10,406367,13,524,876,2,0,0,0,3
248,248,20,1,0,1,11,0,51,51,13,12,15,5615,13,90005615,90000511,90000523,0,3,2,0,0,1,20,0,1115,0,511,0,428,325,0,0,0,0,0,0,73,1,2017,1,3,2,405156,12,523,618,3,0,1,3,1
249,249,21,3,5,10,22,0,121,121,20,12,12,5615,14,90005615,90000523,90000511,0,1,1,1,1,3,6,0,1115,1,523,0,831,722,0,0,0,0,0,0,73,3,2017,1,18,5,405157,13,511,1019,1,0,1,1,3
250,250,22,0,6,6,23,0,58,58,14,11,18,5617,13,90005617,90000513,90000522,0,2,6,0,0,0,13,0,1115,0,513,0,324,202,0,0,0,0,0,0,73,0,2017,1,11,1,405194,13,522,530,2,0,1,2,0
251,251,23,2,3,11,31,3,149,149,25,18,11,5617,14,90005617,90000522,90000513,1,0,1,0,1,2,12,0,1115,1,522,0,571,476,0,0,0,0,0,0,73,2,2017,1,22,9,405195,15,513,806,0,0,0,0,2
252,252,24,0,2,6,27,0,74,74,24,11,6,5618,14,90005618,90000526,90000508,0,2,2,0,0,1,5,0,1115,0,526,0,731,626,0,1,1,0,0,0,73,1,2017,1,13,4,405232,14,508,943,0,0,1,2,1
253,253,25,1,5,9,25,0,96,96,12,4,14,5618,14,90005618,90000508,90000526,0,1,3,1,1,2,21,0,1115,4,508,0,334,242,1,0,0,0,0,0,73,2,2017,1,14,4,405233,13,526,548,2,0,1,1,2
254,254,26,0,1,2,14,0,61,61,16,10,16,5621,14,90005621,90000512,90000973,0,1,2,1,0,0,13,0,1115,0,512,0,483,369,0,0,0,0,0,0,73,0,2017,1,12,4,405270,24,973,705,1,0,1,1,0
255,255,27,1,5,5,32,4,128,128,17,18,14,5621,14,90005621,90000973,90000512,1,0,4,0,1,1,20,1,1115,2,973,0,389,275,0,0,0,0,0,0,73,1,2017,1,16,3,405271,15,512,634,3,0,0,0,1
256,256,28,1,4,3,19,0,51,51,12,9,14,5623,14,90005623,90000972,90000857,0,1,0,1,0,1,10,0,1114,6,972,0,266,151,1,0,0,0,0,0,73,1,2017,1,11,3,405308,4,857,459,2,1,1,1,1
257,257,29,0,5,6,37,0,76,76,22,14,10,5623,14,90005623,90000857,90000972,0,1,2,1,0,1,9,0,1115,0,857,0,522,411,0,0,1,0,0,0,73,1,2017,1,16,1,405309,4,972,748,1,0,1,1,1
258,258,36,0,4,6,31,0,76,76,17,20,15,5622,12,90005622,90000525,90000527,0,1,0,1,0,1,12,0,1110,2,525,0,519,415,1,0,0,0,0,0,73,1,2017,1,14,2,405475,13,527,757,2,1,1,1,1
259,259,37,0,5,4,12,0,48,48,10,14,20,5622,14,90005622,90000527,90000525,0,1,1,1,0,1,16,0,1115,2,527,0,291,188,0,1,1,0,0,0,73,1,2017,1,10,1,405476,10,525,491,4,0,1,1,1
260,260,8,0,4,7,20,3,90,90,13,7,12,5613,13,90005613,90000508,90000516,1,0,1,0,1,1,11,0,1115,2,508,0,673,588,0,0,0,0,0,0,73,2,2017,1,19,5,385464,13,516,916,3,0,0,0,1
261,261,9,0,4,3,14,0,51,51,19,12,9,5613,14,90005613,90000516,90000508,0,2,4,0,0,0,16,0,1115,2,516,1,404,315,0,0,0,0,0,0,73,0,2017,1,5,1,385465,15,508,628,2,0,1,2,0
262,262,16,0,6,1,23,0,78,78,17,12,12,5611,14,90005611,90000857,90000511,0,1,3,1,0,1,20,0,1115,0,857,0,822,693,0,0,0,0,0,0,73,1,2017,1,14,2,382112,14,511,1050,2,0,1,1,1
263,263,17,0,1,1,7,0,46,46,14,11,13,5611,13,90005611,90000511,90000857,0,1,1,1,0,1,21,0,1115,3,511,0,334,205,0,0,0,0,0,0,73,1,2017,1,6,4,382113,7,857,541,3,0,1,1,1
264,264,36,0,4,3,18,0,42,42,14,9,15,5606,14,90005606,90000523,90000514,0,2,2,0,0,0,14,0,1115,0,523,0,568,417,0,0,0,0,0,0,73,0,2017,1,10,1,382533,12,514,765,2,0,1,2,0
265,265,37,2,1,7,24,4,127,127,21,14,7,5606,14,90005606,90000514,90000523,1,0,1,0,1,2,6,0,1115,0,514,0,537,396,0,0,0,0,0,0,73,2,2017,1,11,4,382534,19,523,781,2,0,0,0,2
266,266,6,0,0,9,39,0,71,71,14,10,10,5607,14,90005607,90000509,90000972,0,2,3,0,0,0,23,0,1114,0,509,0,539,433,1,0,0,0,0,1,73,0,2017,1,10,4,380682,13,972,747,1,0,1,2,0
267,267,7,0,2,3,11,4,113,113,12,9,14,5607,14,90005607,90000972,90000509,1,0,4,0,1,2,12,0,1115,4,972,0,546,440,0,0,1,0,0,0,73,2,2017,1,19,7,380683,19,509,750,3,0,0,0,2
268,268,18,0,1,5,18,0,54,54,13,12,15,5608,14,90005608,90000521,90000512,0,1,2,1,0,0,28,0,1115,2,521,0,366,258,0,0,0,0,0,0,73,0,2017,1,6,1,380911,16,512,605,3,0,1,1,0
269,269,19,1,1,5,18,3,106,106,21,14,11,5608,14,90005608,90000512,90000521,1,0,1,0,1,1,15,0,1115,3,512,0,506,379,0,0,0,0,0,0,73,1,2017,1,7,4,380912,23,521,741,1,0,0,0,1
270,270,20,0,1,1,11,0,71,71,21,12,13,5609,14,90005609,90000517,90000525,0,2,10,0,0,0,22,0,1115,0,517,0,480,366,0,0,0,0,0,0,73,0,2017,1,10,3,380949,16,525,690,0,0,1,2,0
271,271,21,2,4,5,15,3,157,157,21,13,11,5609,14,90005609,90000525,90000517,1,0,3,0,1,2,13,0,1115,5,525,0,655,550,0,0,0,0,0,0,73,2,2017,1,25,12,380950,30,517,905,1,0,0,0,2
272,272,22,0,1,2,14,3,86,86,25,15,10,5610,18,90005610,90000973,90000513,1,0,3,0,0,0,21,1,1115,2,973,0,634,513,0,0,0,0,0,0,73,0,2017,1,7,3,380987,20,513,868,0,0,0,0,0
273,273,23,0,2,5,22,3,85,85,15,11,15,5610,18,90005610,90000513,90000973,1,0,3,0,0,0,10,0,1115,0,513,0,521,382,0,0,0,0,0,0,73,0,2017,1,10,4,380988,25,973,737,2,0,0,0,0
274,274,24,2,2,5,18,0,82,82,14,9,15,5612,14,90005612,90000527,90000526,0,2,2,0,0,2,14,0,1115,1,527,0,317,206,0,0,0,0,0,0,73,2,2017,1,9,3,381025,15,526,539,2,0,1,2,2
275,275,25,1,9,7,31,0,93,93,18,14,7,5612,13,90005612,90000526,90000527,0,2,1,0,0,2,7,0,1115,3,526,0,599,501,0,0,0,0,0,0,73,2,2017,1,18,5,381026,9,527,819,3,0,1,2,2
276,276,28,3,3,2,25,4,164,164,20,12,15,5605,13,90005605,90000522,90000520,1,0,1,0,1,3,24,0,1115,2,522,0,589,491,0,0,0,0,0,0,73,4,2017,1,16,9,381101,21,520,800,0,0,0,0,3
277,277,29,0,4,7,19,0,53,53,21,15,13,5605,14,90005605,90000520,90000522,0,4,5,0,0,0,15,0,1115,1,520,1,499,388,0,0,0,0,0,0,73,0,2017,1,6,1,381102,13,522,722,1,0,1,3,0
278,278,32,0,1,4,14,0,53,53,9,13,15,5604,14,90005604,90000515,90000524,0,2,7,0,0,0,15,0,1115,1,515,0,470,330,0,0,0,0,0,0,73,0,2017,1,7,2,381177,15,524,720,5,0,1,2,0
279,279,33,1,4,11,24,2,121,121,15,15,16,5604,13,90005604,90000524,90000515,1,0,2,0,1,2,13,0,1115,2,524,0,474,337,0,0,0,0,0,0,73,2,2017,1,19,10,381178,12,515,719,3,0,0,0,2
280,280,16,1,0,3,9,0,56,56,12,9,14,5594,14,90005594,90000516,90000523,0,2,3,0,0,1,12,1,1115,0,516,0,364,243,0,0,0,0,0,0,73,1,2017,1,4,2,374214,20,523,546,3,0,1,2,1
281,281,17,0,7,11,28,0,104,104,20,14,10,5594,13,90005594,90000523,90000516,0,1,1,1,1,2,11,0,1115,4,523,0,793,703,0,0,0,0,0,0,73,2,2017,1,19,5,374215,18,516,1023,2,0,1,1,2
282,282,40,3,2,3,18,2,133,133,12,13,14,5599,14,90005599,90000514,90000517,1,0,1,0,1,3,7,0,1115,2,514,0,725,613,0,0,0,0,0,0,73,3,2017,1,16,10,374787,14,517,959,4,0,0,0,3
283,283,41,0,4,12,25,0,64,64,18,14,13,5599,13,90005599,90000517,90000514,0,3,6,0,0,0,13,1,1115,1,517,0,329,217,0,0,0,0,0,0,73,0,2017,1,12,1,374788,13,514,548,2,0,1,3,0
284,284,12,1,2,14,37,0,98,98,23,15,9,5595,14,90005595,90000511,90000509,0,3,3,0,0,1,12,0,1115,3,511,0,637,535,0,0,0,0,0,0,73,1,2017,1,10,5,370106,21,509,884,1,0,1,3,1
285,285,13,0,2,12,22,0,110,110,16,9,15,5595,14,90005595,90000509,90000511,0,1,4,1,1,3,19,0,1115,4,509,0,459,367,0,0,0,0,0,0,73,3,2017,1,14,6,370107,16,511,711,1,0,1,1,3
286,286,22,0,6,6,40,0,67,67,13,6,15,5598,14,90005598,90000526,90000521,0,1,3,1,0,0,16,2,1115,2,526,0,579,468,0,0,0,0,0,0,73,0,2017,1,13,2,370299,12,521,791,2,0,1,1,0
287,287,23,1,4,5,25,3,114,114,21,13,6,5598,14,90005598,90000521,90000526,1,0,2,0,1,1,16,0,1115,3,521,0,351,247,0,0,0,0,0,0,73,1,2017,1,18,4,370300,13,526,601,2,0,0,0,1
288,288,24,1,1,2,15,0,102,102,16,14,16,5600,13,90005600,90000520,90000527,0,1,6,1,1,3,15,0,1115,3,520,0,439,333,0,0,0,0,0,0,73,3,2017,1,6,4,370337,11,527,631,2,0,1,1,3
289,289,25,1,4,3,27,0,95,95,24,16,13,5600,13,90005600,90000527,90000520,0,3,1,0,0,1,12,0,1115,2,527,0,534,437,0,0,0,0,0,0,73,1,2017,1,23,7,370338,13,520,754,0,0,1,3,1
290,290,26,2,0,1,6,4,150,150,16,10,9,5601,14,90005601,90000512,90000522,1,0,9,0,1,4,12,0,1115,1,512,0,314,223,0,0,0,0,0,0,73,4,2017,1,11,7,370375,18,522,518,3,0,0,0,3
291,291,27,0,4,7,44,0,81,81,15,10,10,5601,14,90005601,90000522,90000512,0,4,3,0,0,0,15,0,1115,1,522,0,553,451,0,0,0,0,0,0,73,0,2017,1,23,10,370376,9,512,765,3,0,1,3,0
292,292,28,0,3,7,14,0,78,78,14,11,11,5602,14,90005602,90000525,90000857,0,2,5,0,0,1,18,0,1019,4,525,0,380,227,0,0,1,0,0,1,73,1,2017,1,12,7,370413,18,857,582,0,0,1,2,1
293,293,29,2,6,3,23,0,108,108,8,10,14,5602,14,90005602,90000857,90000525,0,1,5,1,1,2,10,0,1115,2,857,0,577,445,1,0,0,0,0,0,73,2,2017,1,18,7,370414,14,525,792,5,0,1,1,2
294,294,30,0,13,16,50,0,89,89,17,9,13,5603,14,90005603,90000972,90000515,0,2,2,0,0,0,13,0,1115,1,972,0,719,589,0,0,0,0,0,0,73,0,2017,1,24,6,370451,12,515,953,1,0,1,2,0
295,295,31,1,0,1,11,3,109,109,19,13,10,5603,15,90005603,90000515,90000972,1,0,5,0,1,2,21,0,1115,2,515,0,291,182,0,0,0,0,0,0,73,2,2017,1,7,4,370452,11,972,530,2,0,0,0,2
296,296,34,2,2,9,21,0,125,125,25,14,4,5597,14,90005597,90000513,90000508,0,6,4,0,0,3,11,0,1115,0,513,0,624,536,0,0,0,0,0,0,73,3,2017,1,20,9,370527,21,508,846,1,0,1,3,3
297,297,35,4,3,4,9,0,163,163,10,5,15,5597,14,90005597,90000508,90000513,0,3,5,0,1,6,19,0,1115,4,508,0,538,440,0,0,0,0,0,0,73,6,2017,1,16,11,370528,21,513,761,3,0,1,3,3
298,298,40,0,3,2,16,0,66,66,17,7,12,5596,14,90005596,90000524,90000973,0,1,4,1,0,0,12,1,1115,1,524,0,353,243,1,0,0,0,0,0,73,0,2017,1,9,0,370661,31,973,595,1,0,1,1,0
